,name,polars,labels
0,2l_2n-47,"[(93.0, 1.5969762655748114)]","[(183.0, 376.0)]"
0,2l_2n-48,"[(30.0, 2.356194490192345), (161.0, 0.7853981633974483), (190.0, 0.061086523819801536), (61.0, 1.1868238913561442), (10.0, 2.5830872929516078)]","[(270.0, 313.0), (90.0, 444.0), (7.0, 473.0), (136.0, 344.0), (296.0, 293.0)]"
0,2l_2n-49,"[(199.0, 1.5707963267948966), (63.0, 0.34033920413889424), (-28.0, 2.5132741228718345)]","[(180.0, 482.0), (39.0, 346.0), (288.0, 255.0)]"
0,2l_2n-50,"[(101.0, 0.14835298641951802)]","[(17.0, 384.0)]"
0,2l_2n-51,"[(-70.0, 2.5918139392115793), (35.0, 0.2530727415391778), (34.0, 1.9024088846738192), (0.0, 2.17293491873294), (13.0, 2.059488517353309), (198.0, 0.4537856055185257), (107.0, 1.4922565104551517), (80.0, 1.6755160819145565), (211.0, 0.4625122517784973), (-23.0, 2.356194490192345), (202.0, 0.1308996938995747)]","[(297.0, 213.0), (29.0, 318.0), (218.00000000000003, 317.0), (249.0, 283.0), (236.00000000000003, 296.0), (52.00000000000001, 481.0), (171.0, 390.0), (192.0, 363.0), (53.0, 494.0), (270.0, 260.0), (14.999999999999998, 485.0)]"
0,2l_2n-52,"[(40.0, 0.2181661564992912), (-1.0, 2.3736477827122884), (52.0, 1.387536755335492), (-47.0, 2.356194490192345), (-73.0, 2.5394540616517496), (84.0, 1.1868238913561442), (-119.0, 2.7401669256310974), (59.0, 1.1082840750163994), (-103.0, 2.670353755551324)]","[(25.0, 323.0), (272.0, 282.0), (159.0, 335.0), (270.0, 236.0), (291.0, 210.0), (136.0, 367.0), (314.0, 164.0), (127.00000000000003, 342.0), (306.0, 180.0)]"
0,2l_2n-53,"[(101.0, 1.9896753472735358), (9.0, 2.2951079663725436), (199.0, 0.0)]","[(228.00000000000003, 384.0), (263.0, 292.0), (0.0, 482.0)]"
0,2l_2n-54,"[(157.0, 1.1955505376161157)]","[(137.0, 440.0)]"
0,2l_2n-55,"[(5.0, 2.530727415391778), (150.0, 0.9861110273767962)]","[(290.00000000000006, 288.0), (113.00000000000001, 433.0)]"
0,2l_2n-56,"[(-71.0, 3.1328660073298216), (149.0, 1.4835298641951802)]","[(359.0, 212.0), (170.0, 432.0)]"
0,2l_2n-57,"[(79.0, 1.7278759594743862), (84.0, 1.4748032179352084), (-1.0, 1.7016960206944713), (-11.0, 2.949606435870417)]","[(198.00000000000003, 362.0), (169.0, 367.0), (195.00000000000003, 282.0), (338.0, 272.0)]"
0,2l_2n-58,"[(175.0, 0.5061454830783556)]","[(58.0, 458.0)]"
0,2l_2n-59,"[(116.0, 0.4537856055185257), (-81.0, 2.530727415391778)]","[(52.00000000000001, 399.0), (290.00000000000006, 202.0)]"
0,2l_2n-60,"[(39.0, 2.059488517353309)]","[(236.00000000000003, 322.0)]"
0,2l_2n-61,"[(-3.0, 2.2078415037728267), (107.0, 0.6894050545377601), (158.0, 0.7853981633974483), (0.0, 2.6790804018112957), (157.0, 0.6632251157578453), (155.0, 1.0122909661567112), (139.0, 0.4625122517784973)]","[(252.99999999999997, 280.0), (79.0, 390.0), (90.0, 441.0), (307.0, 283.0), (76.0, 440.0), (116.0, 438.0), (53.0, 422.0)]"
0,2l_2n-62,"[(-40.0, 2.2165681500327987), (116.0, 0.6544984694978736), (-101.0, 2.9845130209103035), (-81.0, 2.8885199120506155), (11.0, 2.399827721492203), (-12.0, 2.522000769131806), (-89.0, 2.7663468644110125), (-118.0, 3.080506129769992), (127.0, 0.16580627893946132), (-29.0, 2.600540585471551), (-46.0, 2.705260340591211), (-46.0, 2.4609142453120048), (131.0, 0.27052603405912107), (-74.0, 2.6354471705114375), (-57.0, 2.5830872929516078)]","[(254.00000000000006, 243.0), (75.00000000000001, 399.0), (342.0, 182.0), (331.0, 202.0), (275.0, 294.0), (289.0, 271.0), (317.00000000000006, 194.0), (353.0, 165.0), (19.0, 410.0), (298.0, 254.0), (310.0, 237.0), (282.0, 237.0), (31.0, 414.0), (302.0, 209.0), (296.0, 226.0)]"
0,2l_2n-63,"[(171.0, 1.457349925415265), (-17.0, 2.8187067419708423)]","[(166.99999999999997, 454.0), (323.0, 266.0)]"
0,2l_2n-64,"[(196.0, 0.04363323129985824)]","[(5.0, 479.0)]"
0,2l_2n-65,"[(7.0, 2.0420352248333655), (200.0, 0.5846852994181004), (122.0, 1.2740903539558606), (21.0, 2.1467549799530254)]","[(234.0, 290.0), (67.00000000000001, 483.0), (146.0, 405.0), (246.00000000000003, 304.0)]"
0,2l_2n-66,"[(105.0, 1.980948701013564), (0.0, 1.5707963267948966), (-108.0, 2.731440279371126)]","[(227.0, 388.0), (180.0, 283.0), (313.0, 175.0)]"
0,2l_2n-67,"[(138.0, 1.9984019935335073), (11.0, 2.6965336943312392), (199.0, 1.5707963267948966), (35.0, 2.399827721492203), (185.0, 1.5533430342749532), (11.0, 2.504547476611863), (-33.0, 2.871066619530672), (123.0, 1.8936822384138476), (111.0, 1.980948701013564)]","[(229.00000000000003, 421.0), (309.0, 294.0), (180.0, 482.0), (275.0, 318.0), (178.0, 468.0), (287.0, 294.0), (329.0, 250.0), (217.00000000000003, 406.0), (227.0, 394.0)]"
0,2l_2n-68,"[(96.0, 0.008726646259971648), (165.0, 0.7853981633974483), (94.0, 0.4886921905584123)]","[(1.0, 379.0), (90.0, 448.0), (56.0, 377.0)]"
0,2l_2n-69,"[(2.0, 2.4609142453120048), (172.0, 0.47123889803846897), (201.0, 0.9075712110370514), (169.0, 0.35779249665883756), (-106.0, 2.7838001569309556), (154.0, 0.11344640137963143), (-16.0, 2.356194490192345), (-109.0, 2.8797932657906435), (199.0, 1.5707963267948966)]","[(282.0, 285.0), (54.0, 455.0), (104.00000000000001, 484.0), (41.0, 452.0), (319.0, 177.0), (13.000000000000002, 437.0), (270.0, 267.0), (329.99999999999994, 174.0), (180.0, 482.0)]"
0,2l_2n-70,"[(26.0, 2.3474678439323733), (-106.0, 2.6354471705114375)]","[(269.0, 309.0), (302.0, 177.0)]"
0,2l_2n-71,"[(19.0, 1.7889624832941877), (128.0, 1.6755160819145565), (160.0, 1.562069680534925), (182.0, 1.4224433403753787)]","[(205.0, 302.0), (192.0, 411.0), (179.0, 443.0), (163.00000000000003, 465.0)]"
0,2l_2n-72,"[(27.0, 2.6878070480712677), (121.0, 1.1082840750163994), (175.0, 0.06981317007977318), (160.0, 1.1693705988362009), (161.0, 1.064650843716541), (-162.0, 3.1066860685499065), (144.0, 1.2566370614359172)]","[(308.00000000000006, 310.0), (127.00000000000003, 404.0), (8.0, 458.0), (134.00000000000003, 443.0), (122.0, 444.0), (356.0, 121.0), (144.0, 427.0)]"
0,2l_2n-73,"[(8.0, 2.3911010752322315), (-13.0, 2.600540585471551)]","[(274.0, 291.0), (298.0, 270.0)]"
0,2l_2n-74,"[(3.0, 3.080506129769992), (116.0, 0.7417649320975901)]","[(353.0, 286.0), (85.0, 399.0)]"
0,2l_2n-75,"[(103.0, 0.32288591161895097), (138.0, 1.6755160819145565)]","[(37.0, 386.0), (192.0, 421.0)]"
0,2l_2n-76,"[(5.0, 2.8797932657906435), (0.0, 1.5707963267948966), (19.0, 2.4347343065320897)]","[(329.99999999999994, 288.0), (180.0, 283.0), (279.0, 302.0)]"
0,2l_2n-77,"[(108.0, 0.33161255787892263), (163.0, 0.8988445647770797), (134.0, 1.53588974175501), (69.0, 1.2740903539558606), (154.0, 1.3788101090755203), (143.0, 1.2217304763960306), (32.0, 2.0158552860534504)]","[(38.0, 391.0), (103.00000000000001, 446.0), (175.99999999999997, 417.0), (146.0, 352.0), (158.0, 437.0), (140.0, 426.0), (230.99999999999997, 315.0)]"
0,2l_2n-78,"[(36.0, 0.16580627893946132), (-8.0, 2.827433388230814), (113.0, 0.16580627893946132), (-23.0, 3.12413936106985)]","[(19.0, 319.0), (324.0, 275.0), (19.0, 396.0), (358.0, 260.0)]"
0,2l_2n-79,"[(165.0, 0.5846852994181004), (101.0, 1.6231562043547265), (98.0, 1.4311699866353502), (-150.0, 2.9670597283903604)]","[(67.00000000000001, 448.0), (186.00000000000003, 384.0), (164.0, 381.0), (340.0, 133.0)]"
0,2l_2n-80,"[(-164.0, 3.080506129769992), (91.0, 1.736602605734358), (187.0, 0.3752457891787809)]","[(353.0, 119.0), (199.0, 374.0), (43.00000000000001, 470.0)]"
0,2l_2n-81,"[(-171.0, 3.0630528372500483), (151.0, 0.8988445647770797)]","[(351.0, 112.0), (103.00000000000001, 434.0)]"
0,2l_2n-82,"[(-72.0, 3.0106929596902186), (114.0, 0.5323254218582705)]","[(345.0, 211.0), (61.0, 397.0)]"
0,2l_2n-83,"[(-89.0, 2.670353755551324), (100.0, 2.251474735072685), (98.0, 1.9984019935335073)]","[(306.0, 194.0), (258.0, 383.0), (229.00000000000003, 381.0)]"
0,2l_2n-84,"[(73.0, 0.49741883681838395)]","[(57.00000000000001, 356.0)]"
0,2l_2n-85,"[(206.0, 0.5759586531581288), (91.0, 1.7976891295541595), (106.0, 1.6493361431346414)]","[(66.0, 489.0), (206.00000000000003, 374.0), (189.0, 389.0)]"
0,2l_2n-86,"[(49.0, 1.3177235852557188), (-84.0, 3.1328660073298216), (-78.0, 2.7576202181510405)]","[(151.0, 332.0), (359.0, 199.0), (316.0, 205.0)]"
0,2l_2n-87,"[(195.0, 1.2566370614359172)]","[(144.0, 478.0)]"
0,2l_2n-88,"[(137.0, 1.4311699866353502)]","[(164.0, 420.0)]"
0,2l_2n-89,"[(-83.0, 2.9059732045705586), (141.0, 0.6108652381980153)]","[(333.0, 200.0), (70.0, 424.0)]"
0,2l_2n-90,"[(-76.0, 2.853613327010729), (84.0, 0.017453292519943295)]","[(327.0, 207.0), (2.0, 367.0)]"
0,2l_2n-91,"[(185.0, 0.20943951023931956)]","[(24.0, 468.0)]"
0,2l_2n-92,"[(129.0, 1.8675022996339325)]","[(214.0, 412.0)]"
0,2l_2n-93,"[(63.0, 0.6021385919380436), (79.0, 2.234021442552742), (57.0, 2.356194490192345), (90.0, 0.33161255787892263), (103.0, 0.35779249665883756), (32.0, 2.644173816771409), (-6.0, 3.1066860685499065), (-8.0, 2.8797932657906435)]","[(68.99999999999999, 346.0), (256.0, 362.0), (270.0, 340.0), (38.0, 373.0), (41.0, 386.0), (303.0, 315.0), (356.0, 277.0), (329.99999999999994, 275.0)]"
0,2l_2n-94,"[(50.0, 2.234021442552742), (155.0, 0.8552113334772214)]","[(256.0, 333.0), (98.0, 438.0)]"
0,2l_2n-95,"[(153.0, 0.4188790204786391), (189.0, 1.1955505376161157), (129.0, 1.8500490071139892), (173.0, 0.7853981633974483), (155.0, 0.6457718232379019)]","[(48.0, 436.0), (137.0, 472.0), (212.0, 412.0), (90.0, 456.0), (74.0, 438.0)]"
0,2l_2n-96,"[(-10.0, 2.530727415391778), (9.0, 2.033308578573394)]","[(290.00000000000006, 273.0), (233.0, 292.0)]"
0,2l_2n-97,"[(-63.0, 2.897246558310587), (26.0, 2.3736477827122884), (0.0, 1.5707963267948966), (0.0, 0.0)]","[(332.00000000000006, 220.0), (272.0, 309.0), (180.0, 283.0), (0.0, 283.0)]"
0,2l_2n-98,"[(127.0, 1.6755160819145565), (-62.0, 2.530727415391778)]","[(192.0, 410.0), (290.00000000000006, 221.0)]"
0,2l_2n-99,"[(151.0, 0.14835298641951802), (71.0, 1.53588974175501), (1.0, 3.1328660073298216)]","[(17.0, 434.0), (175.99999999999997, 354.0), (359.0, 284.0)]"
0,2l_2n-100,"[(68.0, 0.2181661564992912), (140.0, 0.8988445647770797), (199.0, 0.0), (73.0, 1.2304571226560024), (84.0, 1.1082840750163994), (62.0, 1.5795229730548683), (-171.0, 2.9583330821303884), (65.0, 1.4748032179352084)]","[(25.0, 351.0), (103.00000000000001, 423.0), (0.0, 482.0), (141.0, 356.0), (127.00000000000003, 367.0), (181.0, 345.0), (339.0, 112.0), (169.0, 348.0)]"
