,name,polars,labels
0,3l_1n-16,"[(66.0, 1.911135530933791), (111.0, 0.1308996938995747)]","[(219.00000000000003, 349.0), (14.999999999999998, 394.0)]"
0,3l_1n-17,"[(146.0, 0.35779249665883756)]","[(41.0, 429.0)]"
0,3l_1n-18,"[(139.0, 0.7155849933176751), (-92.0, 2.722713633111154)]","[(82.0, 422.0), (312.0, 191.0)]"
0,3l_1n-19,"[(153.0, 0.7766715171374766), (-23.0, 2.91469985083053), (-92.0, 2.7139869868511823)]","[(89.0, 436.0), (333.99999999999994, 260.0), (311.0, 191.0)]"
0,3l_1n-20,"[(71.0, 2.0682151636132806), (-16.0, 2.2951079663725436), (54.0, 2.0420352248333655)]","[(237.00000000000003, 354.0), (263.0, 267.0), (234.0, 337.0)]"
0,3l_1n-21,"[(128.0, 1.6231562043547265), (84.0, 0.44505895925855404), (107.0, 1.2566370614359172), (-1.0, 1.684242728174528)]","[(186.00000000000003, 411.0), (51.0, 367.0), (144.0, 390.0), (193.0, 282.0)]"
0,3l_1n-22,"[(98.0, 1.265363707695889), (-35.0, 2.853613327010729)]","[(145.00000000000003, 381.0), (327.0, 248.0)]"
0,3l_1n-23,"[(82.0, 1.8413223608540177), (-92.0, 2.6179938779914944), (168.0, 1.6667894356545847)]","[(211.0, 365.0), (300.00000000000006, 191.0), (191.0, 451.0)]"
0,3l_1n-24,"[(-143.0, 2.949606435870417)]","[(338.0, 140.0)]"
0,3l_1n-25,"[(-79.0, 2.8885199120506155), (24.0, 1.9896753472735358), (71.0, 1.3526301702956054)]","[(331.0, 204.0), (228.00000000000003, 307.0), (155.0, 354.0)]"
0,3l_1n-26,"[(153.0, 1.5184364492350666), (174.0, 1.457349925415265), (161.0, 0.3490658503988659)]","[(174.0, 436.0), (166.99999999999997, 457.0), (40.0, 444.0)]"
0,3l_1n-27,"[(143.0, 0.03490658503988659), (-27.0, 2.4958208303518914), (-83.0, 3.0892327760299634)]","[(4.0, 426.0), (286.0, 256.0), (354.00000000000006, 200.0)]"
0,3l_1n-28,"[(152.0, 1.4311699866353502), (96.0, 0.6457718232379019), (110.0, 1.8151424220741028)]","[(164.0, 435.0), (74.0, 379.0), (208.00000000000003, 393.0)]"
0,3l_1n-29,"[(-42.0, 2.91469985083053), (151.0, 1.1868238913561442), (-50.0, 3.1328660073298216)]","[(333.99999999999994, 241.0), (136.0, 434.0), (359.0, 233.0)]"
0,3l_1n-30,"[(-63.0, 2.5394540616517496), (154.0, 1.5969762655748114), (96.0, 2.2427480888127134), (132.0, 0.7853981633974483), (151.0, 0.7853981633974483)]","[(291.0, 220.0), (183.0, 437.0), (257.0, 379.0), (90.0, 415.0), (90.0, 434.0)]"
0,3l_1n-31,"[(151.0, 1.7540558982543013), (133.0, 1.0821041362364843)]","[(201.0, 434.0), (124.0, 416.0)]"
0,3l_1n-32,"[(-91.0, 2.6616271092913526), (140.0, 1.413716694115407), (-69.0, 2.6354471705114375), (170.0, 0.34033920413889424)]","[(305.0, 192.0), (162.0, 423.0), (302.0, 214.0), (39.0, 453.0)]"
0,3l_1n-33,"[(196.0, 0.4363323129985824), (117.0, 0.03490658503988659), (107.0, 1.4049900478554354)]","[(50.0, 479.0), (4.0, 400.0), (161.00000000000003, 390.0)]"
0,3l_1n-34,"[(15.0, 1.9984019935335073), (-64.0, 2.356194490192345), (148.0, 1.0035643198967394), (149.0, 1.1519173063162575)]","[(229.00000000000003, 298.0), (270.0, 219.0), (114.99999999999999, 431.0), (132.0, 432.0)]"
0,3l_1n-35,"[(184.0, 1.1519173063162575), (184.0, 0.29670597283903605), (-49.0, 3.0281462522101616), (116.0, 1.090830782496456)]","[(132.0, 467.0), (34.0, 467.0), (347.0, 234.0), (125.00000000000001, 399.0)]"
0,3l_1n-36,"[(70.0, 1.2304571226560024), (-20.0, 2.2252947962927703)]","[(141.0, 353.0), (255.0, 263.0)]"
0,3l_1n-37,"[(73.0, 0.017453292519943295), (103.0, 0.5497787143782138)]","[(2.0, 356.0), (63.0, 386.0)]"
0,3l_1n-38,"[(62.0, 2.234021442552742), (8.0, 1.8849555921538759), (120.0, 1.8849555921538759)]","[(256.0, 345.0), (216.0, 291.0), (216.0, 403.0)]"
0,3l_1n-39,"[(166.0, 0.27052603405912107), (41.0, 1.710422666954443)]","[(31.0, 449.0), (196.0, 324.0)]"
0,3l_1n-40,"[(-100.0, 2.975786374650332), (-47.0, 2.897246558310587)]","[(341.00000000000006, 183.0), (332.00000000000006, 236.0)]"
0,3l_1n-41,"[(170.0, 0.20943951023931956), (13.0, 2.007128639793479), (-30.0, 2.8623399732707004)]","[(24.0, 453.0), (229.99999999999997, 296.0), (328.0, 253.0)]"
0,3l_1n-42,"[(152.0, 1.1431906600562858), (-69.0, 2.8797932657906435)]","[(131.0, 435.0), (329.99999999999994, 214.0)]"
0,3l_1n-43,"[(-11.0, 2.9408797896104453), (-36.0, 3.0106929596902186), (199.0, 1.5707963267948966)]","[(337.0, 272.0), (345.0, 247.0), (180.0, 482.0)]"
0,3l_1n-44,"[(114.0, 1.2566370614359172), (-19.0, 2.530727415391778), (-73.0, 2.670353755551324)]","[(144.0, 397.0), (290.00000000000006, 264.0), (306.0, 210.0)]"
0,3l_1n-45,"[(-101.0, 2.993239667170275), (0.0, 0.0), (94.0, 1.8675022996339325)]","[(342.99999999999994, 182.0), (0.0, 283.0), (214.0, 377.0)]"
0,3l_1n-46,"[(112.0, 1.1693705988362009), (11.0, 1.6231562043547265)]","[(134.00000000000003, 395.0), (186.00000000000003, 294.0)]"
0,3l_1n-47,"[(-109.0, 3.01941960595019), (168.0, 1.1082840750163994)]","[(346.0, 174.0), (127.00000000000003, 451.0)]"
0,3l_1n-48,"[(-48.0, 2.4958208303518914), (-154.0, 2.9059732045705586), (-161.0, 3.0281462522101616)]","[(286.0, 235.0), (333.0, 129.0), (347.0, 122.0)]"
0,3l_1n-49,"[(110.0, 0.4363323129985824), (-87.0, 2.9583330821303884)]","[(50.0, 393.0), (339.0, 196.0)]"
0,3l_1n-50,"[(45.0, 1.2042771838760873), (48.0, 1.736602605734358)]","[(137.99999999999997, 328.0), (199.0, 331.0)]"
0,3l_1n-51,"[(56.0, 0.06981317007977318), (191.0, 0.7155849933176751), (3.0, 2.792526803190927)]","[(8.0, 339.0), (82.0, 474.0), (320.0, 286.0)]"
0,3l_1n-52,"[(-15.0, 2.4958208303518914), (52.0, 0.04363323129985824), (176.0, 0.5759586531581288)]","[(286.0, 268.0), (5.0, 335.0), (66.0, 459.0)]"
0,3l_1n-53,"[(69.0, 2.111848394913139), (170.0, 0.49741883681838395), (39.0, 2.609267231731523)]","[(242.0, 352.0), (57.00000000000001, 453.0), (299.00000000000006, 322.0)]"
0,3l_1n-54,"[(44.0, 0.04363323129985824), (99.0, 0.22689280275926285)]","[(5.0, 327.0), (26.000000000000004, 382.0)]"
0,3l_1n-55,"[(125.0, 1.2304571226560024), (-140.0, 2.9845130209103035), (176.0, 0.4188790204786391)]","[(141.0, 408.0), (342.0, 143.0), (48.0, 459.0)]"
0,3l_1n-56,"[(112.0, 1.117010721276371), (179.0, 0.5497787143782138)]","[(128.0, 395.0), (63.0, 462.0)]"
0,3l_1n-57,"[(-11.0, 2.1642082724729685), (0.0, 0.0), (158.0, 0.4625122517784973), (0.0, 1.5707963267948966)]","[(248.0, 272.0), (0.0, 283.0), (53.0, 441.0), (180.0, 283.0)]"
0,3l_1n-58,"[(-7.0, 1.9722220547535925), (-106.0, 2.748893571891069), (139.0, 1.2304571226560024)]","[(226.00000000000003, 276.0), (315.0, 177.0), (141.0, 422.0)]"
0,3l_1n-59,"[(146.0, 0.8988445647770797), (173.0, 1.3089969389957472)]","[(103.00000000000001, 429.0), (150.00000000000003, 456.0)]"
0,3l_1n-60,"[(168.0, 0.9861110273767962), (69.0, 2.033308578573394)]","[(113.00000000000001, 451.0), (233.0, 352.0)]"
0,3l_1n-61,"[(173.0, 1.4486232791552935), (8.0, 2.609267231731523), (-87.0, 2.949606435870417)]","[(166.00000000000003, 456.0), (299.00000000000006, 291.0), (338.0, 196.0)]"
0,3l_1n-62,"[(35.0, 0.026179938779914945)]","[(3.0, 318.0)]"
0,3l_1n-63,"[(175.0, 0.9250245035569946), (-50.0, 2.6965336943312392)]","[(106.0, 458.0), (309.0, 233.0)]"
0,3l_1n-64,"[(162.0, 0.6370451769779303), (54.0, 2.5394540616517496)]","[(73.0, 445.0), (291.0, 337.0)]"
0,3l_1n-65,"[(96.0, 0.14835298641951802), (106.0, 1.6667894356545847), (121.0, 0.06981317007977318)]","[(17.0, 379.0), (191.0, 389.0), (8.0, 404.0)]"
0,3l_1n-66,"[(-148.0, 2.8797932657906435), (202.0, 1.117010721276371), (14.0, 2.3387411976724017), (199.0, 0.0)]","[(329.99999999999994, 135.0), (128.0, 485.0), (268.00000000000006, 297.0), (0.0, 482.0)]"
0,3l_1n-67,"[(113.0, 1.0471975511965976), (99.0, 0.9250245035569946), (0.0, 1.5707963267948966)]","[(119.99999999999999, 396.0), (106.0, 382.0), (180.0, 283.0)]"
0,3l_1n-68,"[(-104.0, 2.8448866807507573), (13.0, 1.6493361431346414), (195.0, 1.2740903539558606)]","[(326.00000000000006, 179.0), (189.0, 296.0), (146.0, 478.0)]"
0,3l_1n-69,"[(-114.0, 2.7838001569309556), (111.0, 0.7243116395776468), (12.0, 2.1903882112528836)]","[(319.0, 169.0), (83.00000000000001, 394.0), (251.00000000000003, 295.0)]"
0,3l_1n-70,"[(176.0, 1.4224433403753787)]","[(163.00000000000003, 459.0)]"
0,3l_1n-71,"[(138.0, 0.767944870877505), (195.0, 1.4835298641951802), (-1.0, 1.6144295580947547)]","[(87.99999999999999, 421.0), (170.0, 478.0), (185.0, 282.0)]"
0,3l_1n-72,"[(132.0, 0.6021385919380436), (-50.0, 2.600540585471551)]","[(68.99999999999999, 415.0), (298.0, 233.0)]"
0,3l_1n-73,"[(15.0, 2.4085543677521746), (-84.0, 2.7663468644110125)]","[(275.99999999999994, 298.0), (317.00000000000006, 199.0)]"
0,3l_1n-74,"[(71.0, 2.2252947962927703), (122.0, 1.3264502315156905), (1.0, 3.1328660073298216)]","[(255.0, 354.0), (152.0, 405.0), (359.0, 284.0)]"
0,3l_1n-75,"[(144.0, 0.7243116395776468), (122.0, 0.4537856055185257)]","[(83.00000000000001, 427.0), (52.00000000000001, 405.0)]"
0,3l_1n-76,"[(162.0, 0.9075712110370514)]","[(104.00000000000001, 445.0)]"
0,3l_1n-77,"[(105.0, 0.4799655442984406)]","[(55.0, 388.0)]"
0,3l_1n-78,"[(113.0, 0.5061454830783556), (107.0, 0.9075712110370514), (-48.0, 2.5394540616517496)]","[(58.0, 396.0), (104.00000000000001, 390.0), (291.0, 235.0)]"
0,3l_1n-79,"[(59.0, 0.06981317007977318), (168.0, 0.8290313946973066), (135.0, 0.11344640137963143)]","[(8.0, 342.0), (95.0, 451.0), (13.000000000000002, 418.0)]"
0,3l_1n-80,"[(67.0, 1.413716694115407), (113.0, 1.0297442586766545), (170.0, 0.6632251157578453)]","[(162.0, 350.0), (118.00000000000001, 396.0), (76.0, 453.0)]"
0,3l_1n-81,"[(131.0, 0.7243116395776468), (-42.0, 2.5394540616517496)]","[(83.00000000000001, 414.0), (291.0, 241.0)]"
0,3l_1n-82,"[(151.0, 0.619591884457987), (53.0, 0.06981317007977318), (81.0, 1.0995574287564276)]","[(71.0, 434.0), (8.0, 336.0), (126.0, 364.0)]"
0,3l_1n-83,"[(111.0, 1.4486232791552935), (203.0, 0.6457718232379019)]","[(166.00000000000003, 394.0), (74.0, 486.0)]"
0,3l_1n-84,"[(17.0, 2.4172810140121466), (123.0, 1.361356816555577), (136.0, 1.2828170002158321)]","[(277.00000000000006, 300.0), (156.0, 406.0), (147.0, 419.0)]"
0,3l_1n-85,"[(53.0, 0.15707963267948966), (128.0, 1.1431906600562858), (139.0, 0.8726646259971648)]","[(18.0, 336.0), (131.0, 411.0), (100.0, 422.0)]"
0,3l_1n-86,"[(77.0, 1.0559241974565694), (-40.0, 2.6179938779914944)]","[(121.0, 360.0), (300.00000000000006, 243.0)]"
0,3l_1n-87,"[(111.0, 0.41015237421866746), (108.0, 1.1344640137963142)]","[(47.0, 394.0), (130.0, 391.0)]"
0,3l_1n-88,"[(83.0, 1.7453292519943295), (99.0, 1.1868238913561442)]","[(200.0, 366.0), (136.0, 382.0)]"
0,3l_1n-89,"[(136.0, 1.806415775814131), (199.0, 0.0), (-36.0, 2.792526803190927)]","[(206.99999999999997, 419.0), (0.0, 482.0), (320.0, 247.0)]"
0,3l_1n-90,"[(10.0, 1.7016960206944713), (18.0, 2.600540585471551), (196.0, 0.9948376736367679)]","[(195.00000000000003, 293.0), (298.0, 301.0), (114.00000000000001, 479.0)]"
0,3l_1n-91,"[(164.0, 1.4748032179352084), (65.0, 1.5882496193148399)]","[(169.0, 447.0), (182.0, 348.0)]"
0,3l_1n-92,"[(-90.0, 3.0630528372500483), (34.0, 1.5795229730548683)]","[(351.0, 193.0), (181.0, 317.0)]"
0,3l_1n-93,"[(115.0, 1.387536755335492), (186.0, 0.4625122517784973), (50.0, 2.522000769131806), (166.0, 0.7504915783575618)]","[(159.0, 398.0), (53.0, 469.0), (289.0, 333.0), (86.00000000000001, 449.0)]"
0,3l_1n-94,"[(169.0, 1.1519173063162575), (165.0, 0.9861110273767962), (179.0, 0.1832595714594046), (50.0, 0.47123889803846897), (233.0, 0.8203047484373349)]","[(132.0, 452.0), (113.00000000000001, 448.0), (21.0, 462.0), (54.0, 333.0), (94.0, 516.0)]"
0,3l_1n-95,"[(165.0, 1.1868238913561442)]","[(136.0, 448.0)]"
0,3l_1n-96,"[(63.0, 1.53588974175501), (123.0, 1.2304571226560024), (106.0, 0.9250245035569946)]","[(175.99999999999997, 346.0), (141.0, 406.0), (106.0, 389.0)]"
0,3l_1n-97,"[(-43.0, 2.4085543677521746), (-124.0, 2.9321531433504737)]","[(275.99999999999994, 240.0), (336.0, 159.0)]"
0,3l_1n-98,"[(54.0, 1.3526301702956054), (172.0, 0.5585053606381855), (153.0, 0.5672320068981571)]","[(155.0, 337.0), (64.0, 455.0), (65.0, 436.0)]"
0,3l_1n-99,"[(150.0, 0.03490658503988659), (120.0, 1.4922565104551517), (64.0, 2.033308578573394)]","[(4.0, 433.0), (171.0, 403.0), (233.0, 347.0)]"
0,3l_1n-100,"[(-64.0, 3.0892327760299634), (-103.0, 2.9670597283903604), (-13.0, 2.2252947962927703)]","[(354.00000000000006, 219.0), (340.0, 180.0), (255.0, 270.0)]"
