,name,polars,labels
0,1l_1n-22,"[(199.0, 1.5707963267948966), (-36.0, 2.827433388230814)]","[(180.0, 482.0), (324.0, 247.0)]"
0,1l_1n-23,"[(197.0, 0.6108652381980153), (97.0, 0.29670597283903605)]","[(70.0, 480.0), (34.0, 380.0)]"
0,1l_1n-24,"[(7.0, 2.1903882112528836), (200.0, 0.008726646259971648)]","[(251.00000000000003, 290.0), (1.0, 483.0)]"
0,1l_1n-25,"[(-4.0, 2.4085543677521746)]","[(275.99999999999994, 279.0)]"
0,1l_1n-26,"[(40.0, 2.181661564992912)]","[(250.00000000000003, 323.0)]"
0,1l_1n-27,"[(192.0, 0.17453292519943295), (93.0, 1.8675022996339325), (-174.0, 3.1328660073298216)]","[(20.0, 475.0), (214.0, 376.0), (359.0, 109.0)]"
0,1l_1n-28,"[(133.0, 1.090830782496456)]","[(125.00000000000001, 416.0)]"
0,1l_1n-29,"[(-31.0, 2.2951079663725436), (15.0, 2.6790804018112957), (-56.0, 3.0892327760299634), (-24.0, 2.91469985083053), (77.0, 0.06981317007977318), (-5.0, 2.8012534494508987), (-36.0, 2.670353755551324), (97.0, 0.4886921905584123), (64.0, 0.10471975511965978), (-47.0, 2.8623399732707004), (104.0, 0.6108652381980153), (93.0, 0.27052603405912107)]","[(263.0, 252.0), (307.0, 298.0), (354.00000000000006, 227.0), (333.99999999999994, 259.0), (8.0, 360.0), (321.0, 278.0), (306.0, 247.0), (56.0, 380.0), (12.0, 347.0), (328.0, 236.0), (70.0, 387.0), (31.0, 376.0)]"
0,1l_1n-30,"[(9.0, 2.3736477827122884)]","[(272.0, 292.0)]"
0,1l_1n-31,"[(-39.0, 2.731440279371126), (-68.0, 3.0281462522101616), (-76.0, 3.12413936106985)]","[(313.0, 244.0), (347.0, 215.0), (358.0, 207.0)]"
0,1l_1n-32,"[(-162.0, 2.9408797896104453), (184.0, 0.17453292519943295), (230.0, 0.27052603405912107), (249.0, 0.4625122517784973), (215.0, 0.19198621771937624), (204.0, 0.09599310885968812)]","[(337.0, 121.0), (20.0, 467.0), (31.0, 513.0), (53.0, 532.0), (21.999999999999996, 498.0), (10.999999999999998, 487.0)]"
0,1l_1n-33,"[(58.0, 2.399827721492203), (-80.0, 2.748893571891069), (-70.0, 2.705260340591211), (-121.0, 3.080506129769992), (-31.0, 2.3911010752322315), (169.0, 0.3839724354387525), (-110.0, 2.8885199120506155), (61.0, 1.7802358370342162), (43.0, 1.911135530933791), (182.0, 0.6370451769779303), (-2.0, 2.2078415037728267), (-100.0, 2.949606435870417)]","[(275.0, 341.0), (315.0, 203.0), (310.0, 213.0), (353.0, 162.0), (274.0, 252.0), (43.99999999999999, 452.0), (331.0, 173.0), (204.0, 344.0), (219.00000000000003, 326.0), (73.0, 465.0), (252.99999999999997, 281.0), (338.0, 183.0)]"
0,1l_1n-34,"[(17.0, 1.7016960206944713), (93.0, 1.5969762655748114), (84.0, 1.7016960206944713)]","[(195.00000000000003, 300.0), (183.0, 376.0), (195.00000000000003, 367.0)]"
0,1l_1n-35,"[(140.0, 1.806415775814131)]","[(206.99999999999997, 423.0)]"
0,1l_1n-36,"[(183.0, 0.22689280275926285), (-49.0, 2.399827721492203), (191.0, 0.4363323129985824), (-132.0, 3.045599544730105), (159.0, 0.05235987755982989), (-172.0, 3.1328660073298216), (171.0, 0.49741883681838395), (197.0, 0.5934119456780721)]","[(26.000000000000004, 466.0), (275.0, 234.0), (50.0, 474.0), (349.0, 151.0), (6.0, 442.0), (359.0, 111.0), (57.00000000000001, 454.0), (68.0, 480.0)]"
0,1l_1n-37,"[(78.0, 1.4835298641951802), (76.0, 1.0210176124166828), (63.0, 1.5446163880149817), (53.0, 1.6231562043547265), (39.0, 1.7016960206944713), (7.0, 1.8762289458939043), (61.0, 1.7802358370342162), (60.0, 1.911135530933791)]","[(170.0, 361.0), (117.0, 359.0), (177.00000000000003, 346.0), (186.00000000000003, 336.0), (195.00000000000003, 322.0), (215.0, 290.0), (204.0, 344.0), (219.00000000000003, 343.0)]"
0,1l_1n-38,"[(160.0, 1.3700834628155487)]","[(157.0, 443.0)]"
0,1l_1n-39,"[(68.0, 1.4224433403753787)]","[(163.00000000000003, 351.0)]"
0,1l_1n-40,"[(146.0, 0.7155849933176751)]","[(82.0, 429.0)]"
0,1l_1n-41,"[(124.0, 1.5882496193148399)]","[(182.0, 407.0)]"
0,1l_1n-42,"[(-19.0, 2.9408797896104453), (66.0, 1.6057029118347832), (51.0, 1.6929693744344996), (119.0, 1.239183768915974), (134.0, 1.1082840750163994), (75.0, 1.3700834628155487), (97.0, 1.413716694115407), (36.0, 1.8936822384138476)]","[(337.0, 264.0), (184.0, 349.0), (194.0, 334.0), (142.0, 402.0), (127.00000000000003, 417.0), (157.0, 358.0), (162.0, 380.0), (217.00000000000003, 319.0)]"
0,1l_1n-43,"[(-34.0, 2.2078415037728267), (86.0, 1.8849555921538759)]","[(252.99999999999997, 249.0), (216.0, 369.0)]"
0,1l_1n-44,"[(-30.0, 2.478367537831948), (13.0, 1.9634954084936207), (-17.0, 2.1205750411731104), (24.0, 1.858775653373961), (30.0, 1.5184364492350666), (201.0, 0.026179938779914945), (105.0, 1.1082840750163994), (43.0, 1.3439035240356338), (-74.0, 2.4870941840919194)]","[(284.0, 253.0), (225.0, 296.0), (243.0, 266.0), (213.0, 307.0), (174.0, 313.0), (3.0, 484.0), (127.00000000000003, 388.0), (154.00000000000003, 326.0), (285.0, 209.0)]"
0,1l_1n-45,"[(154.0, 0.6632251157578453), (199.0, 1.5707963267948966)]","[(76.0, 437.0), (180.0, 482.0)]"
0,1l_1n-46,"[(-37.0, 2.033308578573394), (201.0, 0.026179938779914945), (114.0, 0.2879793265790644), (0.0, 1.5707963267948966)]","[(233.0, 246.0), (3.0, 484.0), (33.0, 397.0), (180.0, 283.0)]"
0,1l_1n-47,"[(-127.0, 2.6878070480712677), (81.0, 1.4748032179352084), (64.0, 1.5882496193148399)]","[(308.00000000000006, 156.0), (169.0, 364.0), (182.0, 347.0)]"
0,1l_1n-48,"[(95.0, 0.35779249665883756)]","[(41.0, 378.0)]"
0,1l_1n-49,"[(61.0, 1.7627825445142729)]","[(202.0, 344.0)]"
0,1l_1n-50,"[(5.0, 2.5918139392115793)]","[(297.0, 288.0)]"
0,1l_1n-51,"[(168.0, 1.3264502315156905), (120.0, 0.10471975511965978), (125.0, 0.20943951023931956), (129.0, 0.3141592653589793), (107.0, 0.16580627893946132), (-75.0, 3.0892327760299634), (-115.0, 3.097959422289935), (91.0, 0.04363323129985824), (134.0, 0.49741883681838395), (141.0, 0.7853981633974483), (139.0, 0.619591884457987)]","[(152.0, 451.0), (12.0, 403.0), (24.0, 408.0), (36.0, 412.0), (19.0, 390.0), (354.00000000000006, 208.0), (355.0, 168.0), (5.0, 374.0), (57.00000000000001, 417.0), (90.0, 424.0), (71.0, 422.0)]"
0,1l_1n-52,"[(113.0, 0.27052603405912107)]","[(31.0, 396.0)]"
0,1l_1n-53,"[(39.0, 2.303834612632515), (0.0, 1.5707963267948966)]","[(264.0, 322.0), (180.0, 283.0)]"
0,1l_1n-54,"[(45.0, 1.6057029118347832), (28.0, 1.5969762655748114), (65.0, 1.413716694115407), (-66.0, 2.356194490192345), (50.0, 1.4748032179352084), (19.0, 1.7889624832941877), (103.0, 0.7853981633974483), (142.0, 0.8552113334772214), (76.0, 1.2566370614359172), (162.0, 1.5009831567151235), (119.0, 1.0995574287564276), (6.0, 1.8762289458939043), (154.0, 0.7330382858376184), (54.0, 1.1519173063162575), (54.0, 0.7853981633974483), (-29.0, 2.4870941840919194), (110.0, 0.6021385919380436), (52.0, 0.8988445647770797)]","[(184.0, 328.0), (183.0, 311.0), (162.0, 348.0), (270.0, 217.0), (169.0, 333.0), (205.0, 302.0), (90.0, 386.0), (98.0, 425.0), (144.0, 359.0), (172.00000000000003, 445.0), (126.0, 402.0), (215.0, 289.0), (84.0, 437.0), (132.0, 337.0), (90.0, 337.0), (285.0, 254.0), (68.99999999999999, 393.0), (103.00000000000001, 335.0)]"
0,1l_1n-55,"[(-10.0, 2.2165681500327987), (1.0, 3.1328660073298216)]","[(254.00000000000006, 273.0), (359.0, 284.0)]"
0,1l_1n-56,"[(144.0, 0.5323254218582705)]","[(61.0, 427.0)]"
0,1l_1n-57,"[(145.0, 0.41015237421866746), (146.0, 0.7853981633974483), (133.0, 0.3752457891787809), (135.0, 0.16580627893946132), (100.0, 0.11344640137963143), (205.0, 1.2217304763960306), (143.0, 0.6719517620178169), (112.0, 0.2181661564992912), (130.0, 0.05235987755982989), (-79.0, 3.1066860685499065), (112.0, 0.7853981633974483)]","[(47.0, 428.0), (90.0, 429.0), (43.00000000000001, 416.0), (19.0, 418.0), (13.000000000000002, 383.0), (140.0, 488.0), (77.00000000000001, 426.0), (25.0, 395.0), (6.0, 413.0), (356.0, 204.0), (90.0, 395.0)]"
0,1l_1n-58,"[(0.0, 1.5707963267948966)]","[(180.0, 283.0)]"
0,1l_1n-59,"[(-1.0, 2.251474735072685)]","[(258.0, 282.0)]"
0,1l_1n-60,"[(160.0, 0.5323254218582705)]","[(61.0, 443.0)]"
0,1l_1n-61,"[(0.0, 0.0), (59.0, 2.4958208303518914), (76.0, 2.356194490192345), (46.0, 2.5656340004316642), (-77.0, 2.6790804018112957)]","[(0.0, 283.0), (286.0, 342.0), (270.0, 359.0), (294.0, 329.0), (307.0, 206.0)]"
0,1l_1n-62,"[(-154.0, 2.949606435870417)]","[(338.0, 129.0)]"
0,1l_1n-63,"[(-49.0, 2.38237442897226)]","[(273.0, 234.0)]"
0,1l_1n-64,"[(101.0, 1.265363707695889), (153.0, 1.4398966328953218), (140.0, 1.5446163880149817)]","[(145.00000000000003, 384.0), (164.99999999999997, 436.0), (177.00000000000003, 423.0)]"
0,1l_1n-65,"[(114.0, 0.9337511498169663), (124.0, 0.9424777960769379), (121.0, 0.8115781021773633), (108.0, 1.0995574287564276), (98.0, 1.5184364492350666), (104.0, 0.2879793265790644), (61.0, 0.2879793265790644), (10.0, 2.303834612632515), (146.0, 0.16580627893946132), (141.0, 0.5323254218582705), (116.0, 0.5497787143782138), (62.0, 1.5271630954950384), (62.0, 1.3264502315156905), (112.0, 0.4014257279586958), (79.0, 1.3526301702956054), (71.0, 0.4014257279586958), (45.0, 1.6929693744344996), (34.0, 1.7802358370342162), (146.0, 0.4363323129985824), (136.0, 0.7853981633974483), (132.0, 1.7278759594743862), (75.0, 1.8675022996339325), (60.0, 2.0245819323134224), (93.0, 0.5934119456780721), (-139.0, 3.097959422289935)]","[(107.0, 397.0), (108.0, 407.0), (93.00000000000001, 404.0), (126.0, 391.0), (174.0, 381.0), (33.0, 387.0), (33.0, 344.0), (264.0, 293.0), (19.0, 429.0), (61.0, 424.0), (63.0, 399.0), (175.00000000000003, 345.0), (152.0, 345.0), (46.0, 395.0), (155.0, 362.0), (46.0, 354.0), (194.0, 328.0), (204.0, 317.0), (50.0, 429.0), (90.0, 419.0), (198.00000000000003, 415.0), (214.0, 358.0), (232.0, 343.0), (68.0, 376.0), (355.0, 144.0)]"
0,1l_1n-66,"[(177.0, 0.767944870877505)]","[(87.99999999999999, 460.0)]"
0,1l_1n-67,"[(-7.0, 2.033308578573394)]","[(233.0, 276.0)]"
0,1l_1n-68,"[(1.0, 2.9408797896104453), (-10.0, 2.426007660272118)]","[(337.0, 284.0), (278.0, 273.0)]"
0,1l_1n-69,"[(196.0, 1.361356816555577), (203.0, 0.6108652381980153), (197.0, 0.7853981633974483), (199.0, 1.5707963267948966)]","[(156.0, 479.0), (70.0, 486.0), (90.0, 480.0), (180.0, 482.0)]"
0,1l_1n-70,"[(137.0, 0.9512044423369096), (200.0, 1.5009831567151235)]","[(109.00000000000001, 420.0), (172.00000000000003, 483.0)]"
0,1l_1n-71,"[(195.0, 0.4625122517784973), (115.0, 1.4486232791552935), (191.0, 0.6632251157578453)]","[(53.0, 478.0), (166.00000000000003, 398.0), (76.0, 474.0)]"
0,1l_1n-72,"[(-131.0, 2.897246558310587)]","[(332.00000000000006, 152.0)]"
0,1l_1n-73,"[(54.0, 1.5707963267948966)]","[(180.0, 337.0)]"
0,1l_1n-74,"[(0.0, 1.5707963267948966), (70.0, 0.06981317007977318), (41.0, 1.1955505376161157)]","[(180.0, 283.0), (8.0, 353.0), (137.0, 324.0)]"
0,1l_1n-75,"[(-71.0, 2.452187599052033), (-105.0, 2.670353755551324), (-89.0, 2.5743606466916362), (-112.0, 2.8187067419708423), (161.0, 0.0), (-153.0, 2.9408797896104453), (-120.0, 3.0630528372500483), (-124.0, 2.7663468644110125), (-139.0, 2.871066619530672)]","[(281.0, 212.0), (306.0, 178.0), (295.0, 194.0), (323.0, 171.0), (0.0, 444.0), (337.0, 130.0), (351.0, 163.0), (317.00000000000006, 159.0), (329.0, 144.0)]"
0,1l_1n-76,"[(-6.0, 2.748893571891069)]","[(315.0, 277.0)]"
0,1l_1n-77,"[(196.0, 0.19198621771937624), (24.0, 2.748893571891069), (14.0, 2.8623399732707004)]","[(21.999999999999996, 479.0), (315.0, 307.0), (328.0, 297.0)]"
0,1l_1n-78,"[(2.0, 2.0420352248333655), (43.0, 1.858775653373961), (39.0, 2.6354471705114375), (10.0, 1.9460421159736774), (-34.0, 2.3387411976724017), (34.0, 1.631882850614698)]","[(234.0, 285.0), (213.0, 326.0), (302.0, 322.0), (223.0, 293.0), (268.00000000000006, 249.0), (186.99999999999997, 317.0)]"
0,1l_1n-79,"[(49.0, 2.2252947962927703), (121.0, 1.9722220547535925)]","[(255.0, 332.0), (226.00000000000003, 404.0)]"
0,1l_1n-80,"[(236.0, 1.0210176124166828), (-55.0, 3.1066860685499065), (66.0, 0.15707963267948966), (-41.0, 3.01941960595019), (-35.0, 2.8797932657906435), (47.0, 0.15707963267948966), (-23.0, 2.670353755551324), (-17.0, 2.8885199120506155), (17.0, 2.6878070480712677)]","[(117.0, 519.0), (356.0, 228.0), (18.0, 349.0), (346.0, 242.0), (329.99999999999994, 248.0), (18.0, 330.0), (306.0, 260.0), (331.0, 266.0), (308.00000000000006, 300.0)]"
0,1l_1n-81,"[(9.0, 1.6755160819145565)]","[(192.0, 292.0)]"
0,1l_1n-82,"[(106.0, 0.4363323129985824), (107.0, 0.7853981633974483), (156.0, 0.7853981633974483), (99.0, 1.3264502315156905), (123.0, 1.1344640137963142), (39.0, 2.0158552860534504)]","[(50.0, 389.0), (90.0, 390.0), (90.0, 439.0), (152.0, 382.0), (130.0, 406.0), (230.99999999999997, 322.0)]"
0,1l_1n-83,"[(-48.0, 2.4347343065320897), (-38.0, 2.251474735072685), (112.0, 1.6144295580947547), (-13.0, 2.1903882112528836), (-79.0, 2.5918139392115793), (-100.0, 2.897246558310587), (-2.0, 1.7540558982543013), (-11.0, 1.8762289458939043), (-104.0, 2.7139869868511823), (1.0, 2.0245819323134224), (109.0, 1.2740903539558606), (30.0, 1.8500490071139892), (-29.0, 2.0420352248333655), (-91.0, 2.6616271092913526), (-178.0, 3.001966313430247), (-113.0, 3.1066860685499065), (-133.0, 2.91469985083053), (13.0, 1.6144295580947547), (-143.0, 2.993239667170275)]","[(279.0, 235.0), (258.0, 245.0), (185.0, 395.0), (251.00000000000003, 270.0), (297.0, 204.0), (332.00000000000006, 183.0), (201.0, 281.0), (215.0, 272.0), (311.0, 179.0), (232.0, 284.0), (146.0, 392.0), (212.0, 313.0), (234.0, 254.0), (305.0, 192.0), (344.00000000000006, 105.0), (356.0, 170.0), (333.99999999999994, 150.0), (185.0, 296.0), (342.99999999999994, 140.0)]"
0,1l_1n-84,"[(-81.0, 2.8623399732707004), (-56.0, 2.6616271092913526), (-93.0, 2.923426497090502), (-67.0, 2.722713633111154), (-109.0, 3.0281462522101616), (-33.0, 2.138028333693054), (126.0, 0.0), (144.0, 0.1308996938995747), (108.0, 0.20943951023931956), (104.0, 0.41015237421866746), (102.0, 0.07853981633974483)]","[(328.0, 202.0), (305.0, 227.0), (335.00000000000006, 190.0), (312.0, 216.0), (347.0, 174.0), (245.00000000000003, 250.0), (0.0, 409.0), (14.999999999999998, 427.0), (24.0, 391.0), (47.0, 387.0), (9.0, 385.0)]"
0,1l_1n-85,"[(187.0, 1.117010721276371), (179.0, 1.3089969389957472), (144.0, 0.7155849933176751), (142.0, 1.53588974175501), (169.0, 1.6667894356545847), (72.0, 1.8936822384138476)]","[(128.0, 470.0), (150.00000000000003, 462.0), (82.0, 427.0), (175.99999999999997, 425.0), (191.0, 452.0), (217.00000000000003, 355.0)]"
0,1l_1n-86,"[(-12.0, 2.129301687433082), (-138.0, 3.07177948351002), (160.0, 0.08726646259971647), (147.0, 0.07853981633974483), (160.0, 0.2792526803190927), (157.0, 0.3839724354387525)]","[(244.0, 271.0), (351.99999999999994, 145.0), (10.0, 443.0), (9.0, 430.0), (32.0, 443.0), (43.99999999999999, 440.0)]"
0,1l_1n-87,"[(71.0, 1.387536755335492), (98.0, 1.5795229730548683)]","[(159.0, 354.0), (181.0, 381.0)]"
0,1l_1n-88,"[(32.0, 1.6057029118347832)]","[(184.0, 315.0)]"
0,1l_1n-89,"[(199.0, 1.5707963267948966), (-139.0, 2.8099800957108707), (189.0, 1.3526301702956054), (174.0, 1.6755160819145565)]","[(180.0, 482.0), (322.00000000000006, 144.0), (155.0, 472.0), (192.0, 457.0)]"
0,1l_1n-90,"[(71.0, 0.2879793265790644)]","[(33.0, 354.0)]"
0,1l_1n-91,"[(-5.0, 2.4958208303518914), (-106.0, 2.8361600344907854)]","[(286.0, 278.0), (325.0, 177.0)]"
0,1l_1n-92,"[(-16.0, 2.897246558310587), (140.0, 1.6057029118347832)]","[(332.00000000000006, 267.0), (184.0, 423.0)]"
0,1l_1n-93,"[(-107.0, 3.0630528372500483), (147.0, 0.35779249665883756), (109.0, 0.017453292519943295), (-90.0, 2.748893571891069), (-35.0, 2.644173816771409), (135.0, 1.1082840750163994), (131.0, 0.03490658503988659), (-65.0, 2.8099800957108707), (-62.0, 2.478367537831948), (-49.0, 2.356194490192345)]","[(351.0, 176.0), (41.0, 430.0), (2.0, 392.0), (315.0, 193.0), (303.0, 248.0), (127.00000000000003, 418.0), (4.0, 414.0), (322.00000000000006, 218.0), (284.0, 221.0), (270.0, 234.0)]"
0,1l_1n-94,"[(128.0, 1.265363707695889)]","[(145.00000000000003, 411.0)]"
0,1l_1n-95,"[(100.0, 0.7853981633974483), (112.0, 1.631882850614698)]","[(90.0, 383.0), (186.99999999999997, 395.0)]"
0,1l_1n-96,"[(95.0, 0.30543261909900765), (93.0, 0.4886921905584123), (107.0, 0.4537856055185257), (-103.0, 3.080506129769992)]","[(35.0, 378.0), (56.0, 376.0), (52.00000000000001, 390.0), (353.0, 180.0)]"
0,1l_1n-97,"[(199.0, 0.0), (41.0, 0.06981317007977318), (-102.0, 2.504547476611863), (-121.0, 2.6354471705114375), (-78.0, 2.356194490192345)]","[(0.0, 482.0), (8.0, 324.0), (287.0, 181.0), (302.0, 162.0), (270.0, 205.0)]"
0,1l_1n-98,"[(41.0, 0.08726646259971647), (40.0, 1.9024088846738192)]","[(10.0, 324.0), (218.00000000000003, 323.0)]"
0,1l_1n-99,"[(77.0, 1.8675022996339325), (0.0, 0.0)]","[(214.0, 360.0), (0.0, 283.0)]"
0,1l_1n-100,"[(-32.0, 2.9321531433504737)]","[(336.0, 251.0)]"
