,name,polars,labels
0,3l_2n-64,"[(151.0, 0.22689280275926285), (28.0, 2.3474678439323733), (146.0, 1.7889624832941877)]","[(26.000000000000004, 434.0), (269.0, 311.0), (205.0, 429.0)]"
0,3l_2n-65,"[(-33.0, 2.652900463031381)]","[(304.0, 250.0)]"
0,3l_2n-66,"[(146.0, 0.061086523819801536), (-60.0, 2.251474735072685), (78.0, 0.9424777960769379), (108.0, 0.9512044423369096), (81.0, 0.7853981633974483), (-34.0, 2.443460952792061)]","[(7.0, 429.0), (258.0, 223.0), (108.0, 361.0), (109.00000000000001, 391.0), (90.0, 364.0), (280.0, 249.0)]"
0,3l_2n-67,"[(143.0, 0.6981317007977318), (55.0, 2.321287905152458), (199.0, 0.0)]","[(80.0, 426.0), (266.0, 338.0), (0.0, 482.0)]"
0,3l_2n-68,"[(-104.0, 2.7576202181510405), (-106.0, 2.626720524251466), (171.0, 0.8813912722571364)]","[(316.0, 179.0), (301.0, 177.0), (101.0, 454.0)]"
0,3l_2n-69,"[(184.0, 0.8988445647770797), (119.0, 1.265363707695889)]","[(103.00000000000001, 467.0), (145.00000000000003, 402.0)]"
0,3l_2n-70,"[(151.0, 0.026179938779914945), (18.0, 1.8151424220741028), (199.0, 0.0)]","[(3.0, 434.0), (208.00000000000003, 301.0), (0.0, 482.0)]"
0,3l_2n-71,"[(96.0, 0.6632251157578453), (96.0, 0.9162978572970231)]","[(76.0, 379.0), (105.0, 379.0)]"
0,3l_2n-72,"[(-2.0, 2.923426497090502), (-59.0, 2.3911010752322315), (192.0, 1.0559241974565694), (198.0, 1.3439035240356338)]","[(335.00000000000006, 281.0), (274.0, 224.0), (121.0, 475.0), (154.00000000000003, 481.0)]"
0,3l_2n-73,"[(76.0, 2.1031217486531673), (35.0, 2.234021442552742)]","[(241.00000000000003, 359.0), (256.0, 318.0)]"
0,3l_2n-74,"[(-57.0, 2.9059732045705586), (-1.0, 2.748893571891069), (139.0, 0.9773843811168246), (199.0, 1.5707963267948966)]","[(333.0, 226.0), (315.0, 282.0), (112.0, 422.0), (180.0, 482.0)]"
0,3l_2n-75,"[(144.0, 0.6632251157578453)]","[(76.0, 427.0)]"
0,3l_2n-76,"[(98.0, 1.2740903539558606), (173.0, 0.7330382858376184)]","[(146.0, 381.0), (84.0, 456.0)]"
0,3l_2n-77,"[(111.0, 0.44505895925855404), (61.0, 0.4625122517784973)]","[(51.0, 394.0), (53.0, 344.0)]"
0,3l_2n-78,"[(178.0, 0.2792526803190927)]","[(32.0, 461.0)]"
0,3l_2n-79,"[(-134.0, 2.8361600344907854)]","[(325.0, 149.0)]"
0,3l_2n-80,"[(133.0, 0.6719517620178169), (-20.0, 1.7976891295541595), (124.0, 0.7853981633974483), (-1.0, 2.5918139392115793), (111.0, 0.5235987755982988), (145.0, 1.160643952576229), (143.0, 1.038470904936626), (89.0, 1.7191493132144147), (168.0, 0.6544984694978736), (63.0, 0.03490658503988659)]","[(77.00000000000001, 416.0), (206.00000000000003, 263.0), (90.0, 407.0), (297.0, 282.0), (59.99999999999999, 394.0), (133.0, 428.0), (119.0, 426.0), (197.00000000000003, 372.0), (75.00000000000001, 451.0), (4.0, 346.0)]"
0,3l_2n-81,"[(102.0, 0.026179938779914945), (86.0, 0.8203047484373349), (199.0, 1.5707963267948966)]","[(3.0, 385.0), (94.0, 369.0), (180.0, 482.0)]"
0,3l_2n-82,"[(63.0, 2.076941809873252), (109.0, 1.3002702927357754), (157.0, 0.11344640137963143)]","[(238.0, 346.0), (149.0, 392.0), (13.000000000000002, 440.0)]"
0,3l_2n-83,"[(158.0, 0.5846852994181004), (-69.0, 2.426007660272118), (49.0, 1.858775653373961), (68.0, 0.4799655442984406)]","[(67.00000000000001, 441.0), (278.0, 214.0), (213.0, 332.0), (55.0, 351.0)]"
0,3l_2n-84,"[(-139.0, 2.9321531433504737), (0.0, 0.0), (199.0, 0.3141592653589793), (65.0, 2.522000769131806), (42.0, 0.03490658503988659)]","[(336.0, 144.0), (0.0, 283.0), (36.0, 482.0), (289.0, 348.0), (4.0, 325.0)]"
0,3l_2n-85,"[(-110.0, 2.8797932657906435), (205.0, 0.17453292519943295), (66.0, 0.7853981633974483)]","[(329.99999999999994, 173.0), (20.0, 488.0), (90.0, 349.0)]"
0,3l_2n-86,"[(128.0, 0.8901179185171081), (-51.0, 2.5569073541716927)]","[(102.0, 411.0), (293.0, 232.0)]"
0,3l_2n-87,"[(56.0, 1.6231562043547265), (145.0, 0.9162978572970231)]","[(186.00000000000003, 339.0), (105.0, 428.0)]"
0,3l_2n-88,"[(208.0, 1.1780972450961724), (116.0, 1.3264502315156905), (16.0, 2.5569073541716927), (-53.0, 2.8885199120506155), (12.0, 1.7976891295541595), (115.0, 1.2042771838760873)]","[(135.0, 491.0), (152.0, 399.0), (293.0, 299.0), (331.0, 230.0), (206.00000000000003, 295.0), (137.99999999999997, 398.0)]"
0,3l_2n-89,"[(41.0, 2.356194490192345), (54.0, 0.9075712110370514)]","[(270.0, 324.0), (104.00000000000001, 337.0)]"
0,3l_2n-90,"[(135.0, 0.08726646259971647), (0.0, 1.5707963267948966), (155.0, 0.8290313946973066)]","[(10.0, 418.0), (180.0, 283.0), (95.0, 438.0)]"
0,3l_2n-91,"[(-8.0, 2.2427480888127134), (149.0, 1.7802358370342162), (99.0, 0.5846852994181004), (201.0, 1.5446163880149817)]","[(257.0, 275.0), (204.0, 432.0), (67.00000000000001, 382.0), (177.00000000000003, 484.0)]"
0,3l_2n-92,"[(113.0, 0.5934119456780721), (104.0, 0.4188790204786391), (39.0, 1.6231562043547265)]","[(68.0, 396.0), (48.0, 387.0), (186.00000000000003, 322.0)]"
0,3l_2n-93,"[(82.0, 2.007128639793479), (100.0, 0.4537856055185257), (124.0, 0.24434609527920614)]","[(229.99999999999997, 365.0), (52.00000000000001, 383.0), (28.0, 407.0)]"
0,3l_2n-94,"[(-65.0, 2.7576202181510405), (143.0, 1.4660765716752369), (-3.0, 1.684242728174528)]","[(316.0, 218.0), (168.0, 426.0), (193.0, 280.0)]"
0,3l_2n-95,"[(199.0, 0.0), (126.0, 1.2304571226560024), (-59.0, 2.2689280275926285), (45.0, 1.8675022996339325), (-130.0, 2.7401669256310974)]","[(0.0, 482.0), (141.0, 409.0), (260.0, 224.0), (214.0, 328.0), (314.0, 153.0)]"
0,3l_2n-96,"[(-14.0, 2.9321531433504737), (27.0, 1.9373154697137058), (165.0, 0.4537856055185257), (2.0, 1.5533430342749532), (1.0, 3.12413936106985), (27.0, 2.5830872929516078)]","[(336.0, 269.0), (222.0, 310.0), (52.00000000000001, 448.0), (178.0, 285.0), (358.0, 284.0), (296.0, 310.0)]"
0,3l_2n-97,"[(214.0, 0.7853981633974483), (140.0, 0.5497787143782138), (199.0, 1.5707963267948966), (65.0, 1.1780972450961724), (143.0, 0.17453292519943295), (159.0, 0.19198621771937624)]","[(90.0, 497.0), (63.0, 423.0), (180.0, 482.0), (135.0, 348.0), (20.0, 426.0), (21.999999999999996, 442.0)]"
0,3l_2n-98,"[(186.0, 0.008726646259971648), (89.0, 1.8849555921538759), (105.0, 1.7540558982543013), (199.0, 0.0)]","[(1.0, 469.0), (216.0, 372.0), (201.0, 388.0), (0.0, 482.0)]"
0,3l_2n-99,"[(56.0, 1.5446163880149817), (185.0, 0.9773843811168246), (24.0, 2.8623399732707004)]","[(177.00000000000003, 339.0), (112.0, 468.0), (328.0, 307.0)]"
0,3l_2n-100,"[(8.0, 1.980948701013564), (121.0, 1.2566370614359172), (27.0, 2.076941809873252)]","[(227.0, 291.0), (144.0, 404.0), (238.0, 310.0)]"
