,name,polars,labels
0,1l_2n-34,"[(117.0, 0.30543261909900765), (199.0, 1.5707963267948966), (103.0, 1.6929693744344996), (153.0, 1.090830782496456), (121.0, 1.6406094968746698), (122.0, 1.5446163880149817), (201.0, 0.9773843811168246), (67.0, 2.530727415391778), (161.0, 1.7802358370342162), (166.0, 1.3962634015954636)]","[(35.0, 400.0), (180.0, 482.0), (194.0, 386.0), (125.00000000000001, 436.0), (188.0, 404.0), (177.00000000000003, 405.0), (112.0, 484.0), (290.00000000000006, 350.0), (204.0, 444.0), (160.0, 449.0)]"
0,1l_2n-35,"[(-79.0, 3.115412714809878), (27.0, 1.7191493132144147)]","[(357.0, 204.0), (197.00000000000003, 310.0)]"
0,1l_2n-36,"[(189.0, 1.4224433403753787), (0.0, 1.5707963267948966), (94.0, 0.4188790204786391)]","[(163.00000000000003, 472.0), (180.0, 283.0), (48.0, 377.0)]"
0,1l_2n-37,"[(-1.0, 1.6406094968746698)]","[(188.0, 282.0)]"
0,1l_2n-38,"[(82.0, 1.239183768915974), (174.0, 0.6719517620178169)]","[(142.0, 365.0), (77.00000000000001, 457.0)]"
0,1l_2n-39,"[(199.0, 0.0), (-79.0, 2.8448866807507573), (54.0, 1.8238690683340744), (36.0, 1.9722220547535925), (-94.0, 2.4870941840919194), (29.0, 2.076941809873252), (-110.0, 2.5830872929516078), (-120.0, 2.6790804018112957)]","[(0.0, 482.0), (326.00000000000006, 204.0), (209.00000000000003, 337.0), (226.00000000000003, 319.0), (285.0, 189.0), (238.0, 312.0), (296.0, 173.0), (307.0, 163.0)]"
0,1l_2n-40,"[(1.0, 3.1328660073298216), (41.0, 1.9634954084936207), (82.0, 1.7016960206944713), (13.0, 2.111848394913139), (-10.0, 2.1903882112528836), (57.0, 1.8762289458939043), (45.0, 0.5410520681182421)]","[(359.0, 284.0), (225.0, 324.0), (195.00000000000003, 365.0), (242.0, 296.0), (251.00000000000003, 273.0), (215.0, 340.0), (62.0, 328.0)]"
0,1l_2n-41,"[(-1.0, 2.4870941840919194)]","[(285.0, 282.0)]"
0,1l_2n-42,"[(182.0, 1.4049900478554354), (127.0, 0.5846852994181004), (8.0, 2.356194490192345), (114.0, 0.4188790204786391), (0.0, 2.5569073541716927), (18.0, 2.2252947962927703), (145.0, 0.7417649320975901), (53.0, 2.303834612632515), (129.0, 0.7330382858376184), (127.0, 1.1257373675363425), (93.0, 0.22689280275926285), (-7.0, 2.652900463031381), (-21.0, 2.652900463031381), (-41.0, 2.7576202181510405)]","[(161.00000000000003, 465.0), (67.00000000000001, 410.0), (270.0, 291.0), (48.0, 397.0), (293.0, 283.0), (255.0, 301.0), (85.0, 428.0), (264.0, 336.0), (84.0, 412.0), (129.0, 410.0), (26.000000000000004, 376.0), (304.0, 276.0), (304.0, 262.0), (316.0, 242.0)]"
0,1l_2n-43,"[(199.0, 0.0), (131.0, 1.0471975511965976), (5.0, 2.6354471705114375), (29.0, 2.4085543677521746), (-11.0, 2.853613327010729)]","[(0.0, 482.0), (119.99999999999999, 414.0), (302.0, 288.0), (275.99999999999994, 312.0), (327.0, 272.0)]"
0,1l_2n-44,"[(-37.0, 3.1066860685499065), (152.0, 0.8203047484373349), (59.0, 1.7278759594743862), (56.0, 0.06981317007977318), (114.0, 1.1082840750163994), (46.0, 0.27052603405912107), (40.0, 1.8675022996339325), (27.0, 1.9373154697137058)]","[(356.0, 246.0), (94.0, 435.0), (198.00000000000003, 342.0), (8.0, 339.0), (127.00000000000003, 397.0), (31.0, 329.0), (214.0, 323.0), (222.0, 310.0)]"
0,1l_2n-45,"[(57.0, 1.6755160819145565), (163.0, 0.7853981633974483), (171.0, 0.9948376736367679), (139.0, 1.1082840750163994), (11.0, 1.8675022996339325), (174.0, 1.1082840750163994), (-42.0, 2.2951079663725436), (-28.0, 2.356194490192345), (153.0, 1.0035643198967394)]","[(192.0, 340.0), (90.0, 446.0), (114.00000000000001, 454.0), (127.00000000000003, 422.0), (214.0, 294.0), (127.00000000000003, 457.0), (263.0, 241.0), (270.0, 255.0), (114.99999999999999, 436.0)]"
0,1l_2n-46,"[(-48.0, 2.8885199120506155), (1.0, 2.4347343065320897)]","[(331.0, 235.0), (279.0, 284.0)]"
0,1l_2n-47,"[(63.0, 1.6929693744344996), (-1.0, 2.6790804018112957), (2.0, 1.5533430342749532), (0.0, 0.0)]","[(194.0, 346.0), (307.0, 282.0), (178.0, 285.0), (0.0, 283.0)]"
0,1l_2n-48,"[(13.0, 2.3911010752322315), (3.0, 1.5533430342749532)]","[(274.0, 296.0), (178.0, 286.0)]"
0,1l_2n-49,"[(156.0, 1.239183768915974)]","[(142.0, 439.0)]"
0,1l_2n-50,"[(171.0, 0.6021385919380436), (-136.0, 2.8448866807507573), (-30.0, 2.7663468644110125), (-149.0, 2.871066619530672), (3.0, 2.609267231731523), (210.0, 0.4014257279586958), (-4.0, 2.722713633111154), (125.0, 0.35779249665883756), (19.0, 2.1642082724729685), (-38.0, 2.8885199120506155), (204.0, 0.27052603405912107), (62.0, 0.10471975511965978), (173.0, 0.39269908169872414), (116.0, 2.033308578573394), (20.0, 2.530727415391778), (80.0, 0.3665191429188092), (109.0, 0.22689280275926285), (99.0, 1.7889624832941877), (-67.0, 2.3649211364523164), (-100.0, 2.356194490192345), (-110.0, 2.6878070480712677), (90.0, 0.09599310885968812), (88.0, 1.8936822384138476), (84.0, 2.2078415037728267), (71.0, 2.059488517353309), (48.0, 1.736602605734358), (-77.0, 2.426007660272118), (-117.0, 2.478367537831948)]","[(68.99999999999999, 454.0), (326.00000000000006, 147.0), (317.00000000000006, 253.0), (329.0, 134.0), (299.00000000000006, 286.0), (46.0, 493.0), (312.0, 279.0), (41.0, 408.0), (248.0, 302.0), (331.0, 245.0), (31.0, 487.0), (12.0, 345.0), (45.0, 456.0), (233.0, 399.0), (290.00000000000006, 303.0), (42.0, 363.0), (26.000000000000004, 392.0), (205.0, 382.0), (271.0, 216.0), (270.0, 183.0), (308.00000000000006, 173.0), (10.999999999999998, 373.0), (217.00000000000003, 371.0), (252.99999999999997, 367.0), (236.00000000000003, 354.0), (199.0, 331.0), (278.0, 206.0), (284.0, 166.0)]"
0,1l_2n-51,"[(54.0, 1.0035643198967394), (129.0, 0.7853981633974483), (124.0, 0.6021385919380436), (149.0, 0.4363323129985824), (88.0, 0.026179938779914945), (128.0, 1.1519173063162575), (127.0, 1.0471975511965976)]","[(114.99999999999999, 337.0), (90.0, 412.0), (68.99999999999999, 407.0), (50.0, 432.0), (3.0, 371.0), (132.0, 411.0), (119.99999999999999, 410.0)]"
0,1l_2n-52,"[(29.0, 1.6755160819145565), (-28.0, 2.033308578573394), (-71.0, 2.356194490192345), (8.0, 1.7802358370342162), (-42.0, 2.111848394913139), (1.0, 1.5533430342749532), (-6.0, 1.710422666954443), (61.0, 1.5009831567151235), (-33.0, 2.356194490192345), (46.0, 1.1082840750163994), (37.0, 1.3002702927357754), (90.0, 1.3526301702956054), (75.0, 1.4398966328953218)]","[(192.0, 312.0), (233.0, 255.0), (270.0, 212.0), (204.0, 291.0), (242.0, 241.0), (178.0, 284.0), (196.0, 277.0), (172.00000000000003, 344.0), (270.0, 250.0), (127.00000000000003, 329.0), (149.0, 320.0), (155.0, 373.0), (164.99999999999997, 358.0)]"
0,1l_2n-53,"[(102.0, 0.7504915783575618), (150.0, 0.2792526803190927)]","[(86.00000000000001, 385.0), (32.0, 433.0)]"
0,1l_2n-54,"[(59.0, 1.7889624832941877), (-87.0, 2.5569073541716927), (65.0, 1.6580627893946132), (78.0, 1.4224433403753787), (33.0, 1.9984019935335073), (106.0, 1.5271630954950384)]","[(205.0, 342.0), (293.0, 196.0), (190.0, 348.0), (163.00000000000003, 361.0), (229.00000000000003, 316.0), (175.00000000000003, 389.0)]"
0,1l_2n-55,"[(125.0, 0.4276056667386107)]","[(49.0, 408.0)]"
0,1l_2n-56,"[(69.0, 0.29670597283903605), (168.0, 0.17453292519943295), (115.0, 0.7853981633974483), (84.0, 0.4625122517784973), (110.0, 1.7191493132144147), (97.0, 0.6021385919380436), (-42.0, 3.001966313430247)]","[(34.0, 352.0), (20.0, 451.0), (90.0, 398.0), (53.0, 367.0), (197.00000000000003, 393.0), (68.99999999999999, 380.0), (344.00000000000006, 241.0)]"
0,1l_2n-57,"[(147.0, 0.4276056667386107)]","[(49.0, 430.0)]"
0,1l_2n-58,"[(-187.0, 3.07177948351002), (135.0, 1.0559241974565694)]","[(351.99999999999994, 96.0), (121.0, 418.0)]"
0,1l_2n-59,"[(137.0, 1.3264502315156905), (-195.0, 3.115412714809878)]","[(152.0, 420.0), (357.0, 88.0)]"
0,1l_2n-60,"[(174.0, 0.5672320068981571)]","[(65.0, 457.0)]"
0,1l_2n-61,"[(-57.0, 2.356194490192345), (65.0, 0.5061454830783556), (38.0, 2.2165681500327987), (18.0, 2.356194490192345), (71.0, 2.059488517353309), (-91.0, 2.5394540616517496), (64.0, 1.8500490071139892), (56.0, 1.9547687622336491), (-126.0, 2.7401669256310974), (73.0, 1.7278759594743862), (-89.0, 2.792526803190927), (-102.0, 2.5918139392115793)]","[(270.0, 226.0), (58.0, 348.0), (254.00000000000006, 321.0), (270.0, 301.0), (236.00000000000003, 354.0), (291.0, 192.0), (212.0, 347.0), (224.0, 339.0), (314.0, 157.0), (198.00000000000003, 356.0), (320.0, 194.0), (297.0, 181.0)]"
0,1l_2n-62,"[(174.0, 1.2042771838760873)]","[(137.99999999999997, 457.0)]"
0,1l_2n-63,"[(90.0, 1.4398966328953218)]","[(164.99999999999997, 373.0)]"
0,1l_2n-64,"[(105.0, 1.6755160819145565), (0.0, 1.5707963267948966)]","[(192.0, 388.0), (180.0, 283.0)]"
0,1l_2n-65,"[(108.0, 0.9861110273767962), (199.0, 1.5707963267948966), (-26.0, 2.871066619530672)]","[(113.00000000000001, 391.0), (180.0, 482.0), (329.0, 257.0)]"
0,1l_2n-66,"[(174.0, 0.2617993877991494)]","[(29.999999999999996, 457.0)]"
0,1l_2n-67,"[(-161.0, 3.1328660073298216)]","[(359.0, 122.0)]"
0,1l_2n-68,"[(67.0, 1.9722220547535925)]","[(226.00000000000003, 350.0)]"
0,1l_2n-69,"[(-38.0, 2.975786374650332)]","[(341.00000000000006, 245.0)]"
0,1l_2n-70,"[(67.0, 2.1205750411731104), (97.0, 1.9198621771937625), (-52.0, 2.775073510670984), (-18.0, 2.5830872929516078), (-36.0, 2.6790804018112957), (28.0, 2.356194490192345), (128.0, 0.32288591161895097), (93.0, 0.5846852994181004), (11.0, 2.452187599052033), (-89.0, 2.975786374650332), (-38.0, 2.4958208303518914), (6.0, 2.670353755551324), (208.0, 1.0995574287564276), (152.0, 1.2479104151759457), (70.0, 0.17453292519943295), (-25.0, 2.356194490192345), (97.0, 0.05235987755982989), (153.0, 1.6493361431346414), (134.0, 1.7453292519943295), (-15.0, 2.2776546738526)]","[(243.0, 350.0), (220.0, 380.0), (318.0, 231.0), (296.0, 265.0), (307.0, 247.0), (270.0, 311.0), (37.0, 411.0), (67.00000000000001, 376.0), (281.0, 294.0), (341.00000000000006, 194.0), (286.0, 245.0), (306.0, 289.0), (126.0, 491.0), (143.0, 435.0), (20.0, 353.0), (270.0, 258.0), (6.0, 380.0), (189.0, 436.0), (200.0, 417.0), (261.0, 268.0)]"
0,1l_2n-71,"[(-28.0, 2.356194490192345), (3.0, 2.1903882112528836), (168.0, 0.9337511498169663)]","[(270.0, 255.0), (251.00000000000003, 286.0), (107.0, 451.0)]"
0,1l_2n-72,"[(-10.0, 3.0543261909900767), (182.0, 0.7853981633974483)]","[(350.00000000000006, 273.0), (90.0, 465.0)]"
0,1l_2n-73,"[(199.0, 1.5707963267948966), (-26.0, 2.722713633111154), (-3.0, 2.5656340004316642), (-42.0, 3.01941960595019), (1.0, 3.12413936106985), (-56.0, 3.0892327760299634), (-52.0, 2.8623399732707004), (-66.0, 2.9408797896104453), (151.0, 1.7627825445142729)]","[(180.0, 482.0), (312.0, 257.0), (294.0, 280.0), (346.0, 241.0), (358.0, 284.0), (354.00000000000006, 227.0), (328.0, 231.0), (337.0, 217.0), (202.0, 434.0)]"
0,1l_2n-74,"[(13.0, 2.181661564992912), (1.0, 3.1328660073298216), (90.0, 0.15707963267948966), (50.0, 0.4799655442984406), (-51.0, 3.097959422289935)]","[(250.00000000000003, 296.0), (359.0, 284.0), (18.0, 373.0), (55.0, 333.0), (355.0, 232.0)]"
0,1l_2n-75,"[(80.0, 0.8464846872172498), (15.0, 2.827433388230814), (1.0, 3.115412714809878), (3.0, 2.9321531433504737), (36.0, 2.6790804018112957), (-115.0, 2.775073510670984), (-129.0, 2.8361600344907854)]","[(97.0, 363.0), (324.0, 298.0), (357.0, 284.0), (336.0, 286.0), (307.0, 319.0), (318.0, 168.0), (325.0, 154.0)]"
0,1l_2n-76,"[(141.0, 1.0210176124166828), (159.0, 0.1308996938995747), (100.0, 0.2007128639793479), (76.0, 0.11344640137963143), (-146.0, 2.9583330821303884), (165.0, 0.6457718232379019), (-45.0, 2.443460952792061), (-68.0, 2.748893571891069)]","[(117.0, 424.0), (14.999999999999998, 442.0), (23.0, 383.0), (13.000000000000002, 359.0), (339.0, 137.0), (74.0, 448.0), (280.0, 238.0), (315.0, 215.0)]"
0,1l_2n-77,"[(1.0, 0.008726646259971648), (-56.0, 2.5830872929516078)]","[(1.0, 284.0), (296.0, 227.0)]"
0,1l_2n-78,"[(92.0, 0.6457718232379019)]","[(74.0, 375.0)]"
0,1l_2n-79,"[(83.0, 1.8675022996339325), (117.0, 0.6021385919380436), (29.0, 2.3300145514124297)]","[(214.0, 366.0), (68.99999999999999, 400.0), (267.0, 312.0)]"
0,1l_2n-80,"[(-107.0, 2.792526803190927), (1.0, 3.12413936106985)]","[(320.0, 176.0), (358.0, 284.0)]"
0,1l_2n-81,"[(182.0, 0.5148721293383273), (1.0, 3.1328660073298216)]","[(59.00000000000001, 465.0), (359.0, 284.0)]"
0,1l_2n-82,"[(199.0, 1.5707963267948966), (229.0, 0.5061454830783556), (1.0, 2.6179938779914944), (228.0, 0.7853981633974483), (200.0, 0.008726646259971648), (189.0, 1.3089969389957472), (184.0, 1.2042771838760873), (172.0, 1.3526301702956054), (107.0, 1.8413223608540177), (162.0, 1.5009831567151235)]","[(180.0, 482.0), (58.0, 512.0), (300.00000000000006, 284.0), (90.0, 511.0), (1.0, 483.0), (150.00000000000003, 472.0), (137.99999999999997, 467.0), (155.0, 455.0), (211.0, 390.0), (172.00000000000003, 445.0)]"
0,1l_2n-83,"[(139.0, 0.3839724354387525), (107.0, 0.7853981633974483), (89.0, 1.1693705988362009), (101.0, 0.9599310885968813), (155.0, 0.5585053606381855), (110.0, 1.064650843716541), (177.0, 0.7941248096574199), (81.0, 0.5759586531581288), (115.0, 0.5061454830783556), (116.0, 1.2217304763960306)]","[(43.99999999999999, 422.0), (90.0, 390.0), (134.00000000000003, 372.0), (110.0, 384.0), (64.0, 438.0), (122.0, 393.0), (91.0, 460.0), (66.0, 364.0), (58.0, 398.0), (140.0, 399.0)]"
0,1l_2n-84,"[(-129.0, 2.9321531433504737), (5.0, 2.6616271092913526), (0.0, 1.5707963267948966), (68.0, 0.7592182246175333), (77.0, 1.2042771838760873)]","[(336.0, 154.0), (305.0, 288.0), (180.0, 283.0), (87.0, 351.0), (137.99999999999997, 360.0)]"
0,1l_2n-85,"[(171.0, 1.0821041362364843), (0.0, 1.5707963267948966), (199.0, 0.0)]","[(124.0, 454.0), (180.0, 283.0), (0.0, 482.0)]"
0,1l_2n-86,"[(169.0, 1.2915436464758039), (171.0, 1.3962634015954636), (162.0, 1.710422666954443), (99.0, 2.0245819323134224), (164.0, 1.090830782496456), (122.0, 2.0245819323134224), (137.0, 1.6580627893946132), (117.0, 1.8151424220741028), (205.0, 0.9337511498169663), (198.0, 1.4922565104551517), (-74.0, 3.0892327760299634), (183.0, 1.5882496193148399), (139.0, 1.9547687622336491), (76.0, 2.1205750411731104), (112.0, 2.1031217486531673), (190.0, 1.1082840750163994), (156.0, 0.8726646259971648), (43.0, 2.251474735072685), (61.0, 2.181661564992912), (152.0, 1.4049900478554354)]","[(148.0, 452.0), (160.0, 454.0), (196.0, 445.0), (232.0, 382.0), (125.00000000000001, 447.0), (232.0, 405.0), (190.0, 420.0), (208.00000000000003, 400.0), (107.0, 488.0), (171.0, 481.0), (354.00000000000006, 209.0), (182.0, 466.0), (224.0, 422.0), (243.0, 359.0), (241.00000000000003, 395.0), (127.00000000000003, 473.0), (100.0, 439.0), (258.0, 326.0), (250.00000000000003, 344.0), (161.00000000000003, 435.0)]"
0,1l_2n-87,"[(0.0, 1.5707963267948966), (201.0, 1.5446163880149817), (1.0, 3.12413936106985), (46.0, 1.1082840750163994), (40.0, 1.3002702927357754)]","[(180.0, 283.0), (177.00000000000003, 484.0), (358.0, 284.0), (127.00000000000003, 329.0), (149.0, 323.0)]"
0,1l_2n-88,"[(116.0, 1.8762289458939043), (4.0, 2.181661564992912), (-55.0, 2.705260340591211), (-42.0, 2.626720524251466), (18.0, 2.033308578573394), (-11.0, 2.3736477827122884), (-21.0, 2.5743606466916362), (-24.0, 2.4347343065320897), (-92.0, 2.748893571891069), (144.0, 0.13962634015954636), (25.0, 1.9373154697137058), (-78.0, 2.6790804018112957), (-121.0, 3.0106929596902186), (-99.0, 2.8797932657906435), (-104.0, 3.0106929596902186), (-135.0, 3.080506129769992), (-113.0, 3.1328660073298216), (-119.0, 2.8885199120506155), (62.0, 2.0158552860534504), (139.0, 0.6283185307179586), (21.0, 2.356194490192345), (180.0, 0.5323254218582705), (168.0, 0.30543261909900765), (125.0, 0.008726646259971648), (144.0, 0.4625122517784973), (106.0, 1.7627825445142729), (41.0, 2.251474735072685), (184.0, 0.7068583470577035), (174.0, 0.4363323129985824), (47.0, 2.0856684561332237), (35.0, 1.5882496193148399)]","[(215.0, 399.0), (250.00000000000003, 287.0), (310.0, 228.0), (301.0, 241.0), (233.0, 301.0), (272.0, 272.0), (295.0, 262.0), (279.0, 259.0), (315.0, 191.0), (16.0, 427.0), (222.0, 308.0), (307.0, 205.0), (345.0, 162.0), (329.99999999999994, 184.0), (345.0, 179.0), (353.0, 148.0), (359.0, 170.0), (331.0, 164.0), (230.99999999999997, 345.0), (72.0, 422.0), (270.0, 304.0), (61.0, 463.0), (35.0, 451.0), (1.0, 408.0), (53.0, 427.0), (202.0, 389.0), (258.0, 324.0), (81.0, 467.0), (50.0, 457.0), (238.99999999999997, 330.0), (182.0, 318.0)]"
0,1l_2n-89,"[(-75.0, 3.0543261909900767), (76.0, 1.6057029118347832), (80.0, 1.4748032179352084), (28.0, 2.0420352248333655), (85.0, 0.6806784082777885)]","[(350.00000000000006, 208.0), (184.0, 359.0), (169.0, 363.0), (234.0, 311.0), (78.0, 368.0)]"
0,1l_2n-90,"[(196.0, 0.13962634015954636), (-177.0, 3.12413936106985), (22.0, 0.10471975511965978), (66.0, 2.356194490192345), (1.0, 3.12413936106985), (78.0, 2.2951079663725436), (7.0, 2.8361600344907854), (201.0, 1.509709802975095), (19.0, 2.748893571891069)]","[(16.0, 479.0), (358.0, 106.0), (12.0, 305.0), (270.0, 349.0), (358.0, 284.0), (263.0, 361.0), (325.0, 290.0), (173.0, 484.0), (315.0, 302.0)]"
0,1l_2n-91,"[(135.0, 1.6929693744344996), (0.0, 0.0), (82.0, 2.0245819323134224)]","[(194.0, 418.0), (0.0, 283.0), (232.0, 365.0)]"
0,1l_2n-92,"[(-22.0, 3.1066860685499065)]","[(356.0, 261.0)]"
0,1l_2n-93,"[(32.0, 1.6929693744344996)]","[(194.0, 315.0)]"
