,name,polars,labels
0,1l_2n-11,"[(-198.0, 3.1328660073298216), (193.0, 1.2740903539558606), (228.0, 0.7853981633974483), (199.0, 1.5707963267948966), (211.0, 1.1082840750163994), (225.0, 0.8901179185171081), (220.0, 0.32288591161895097), (135.0, 1.6667894356545847), (147.0, 1.5882496193148399), (183.0, 1.4660765716752369), (179.0, 0.9337511498169663), (172.0, 1.413716694115407), (224.0, 0.4625122517784973)]","[(359.0, 85.0), (146.0, 476.0), (90.0, 511.0), (180.0, 482.0), (127.00000000000003, 494.0), (102.0, 508.0), (37.0, 503.0), (191.0, 418.0), (182.0, 430.0), (168.0, 466.0), (107.0, 462.0), (162.0, 455.0), (53.0, 507.0)]"
0,1l_2n-12,"[(192.0, 1.0733774899765127), (97.0, 0.13962634015954636), (-83.0, 3.12413936106985)]","[(123.00000000000001, 475.0), (16.0, 380.0), (358.0, 200.0)]"
0,1l_2n-13,"[(198.0, 1.5795229730548683), (26.0, 1.9984019935335073), (18.0, 0.04363323129985824), (199.0, 0.0), (145.0, 1.9198621771937625), (6.0, 0.0), (128.0, 1.7715091907742444)]","[(181.0, 481.0), (229.00000000000003, 309.0), (5.0, 301.0), (0.0, 482.0), (220.0, 428.0), (0.0, 289.0), (203.0, 411.0)]"
0,1l_2n-14,"[(79.0, 0.23561944901923448), (200.0, 0.008726646259971648), (-99.0, 2.4870941840919194), (226.0, 0.7853981633974483), (180.0, 0.7853981633974483), (200.0, 1.5446163880149817), (-112.0, 2.652900463031381)]","[(27.0, 362.0), (1.0, 483.0), (285.0, 184.0), (90.0, 509.0), (90.0, 463.0), (177.00000000000003, 483.0), (304.0, 171.0)]"
0,1l_2n-15,"[(8.0, 2.356194490192345), (-4.0, 2.426007660272118), (199.0, 0.0), (-131.0, 2.705260340591211), (-175.0, 3.07177948351002), (185.0, 0.05235987755982989), (-163.0, 2.9408797896104453)]","[(270.0, 291.0), (278.0, 279.0), (0.0, 482.0), (310.0, 152.0), (351.99999999999994, 108.0), (6.0, 468.0), (337.0, 120.0)]"
0,1l_2n-16,"[(8.0, 2.8361600344907854), (-42.0, 2.8885199120506155), (114.0, 0.6981317007977318), (123.0, 0.39269908169872414), (85.0, 0.3490658503988659)]","[(325.0, 291.0), (331.0, 241.0), (80.0, 397.0), (45.0, 406.0), (40.0, 368.0)]"
0,1l_2n-17,"[(-84.0, 2.7139869868511823)]","[(311.0, 199.0)]"
0,1l_2n-18,"[(46.0, 1.858775653373961), (-30.0, 3.0543261909900767)]","[(213.0, 329.0), (350.00000000000006, 253.0)]"
0,1l_2n-19,"[(-12.0, 2.748893571891069), (36.0, 0.1832595714594046)]","[(315.0, 271.0), (21.0, 319.0)]"
0,1l_2n-20,"[(-61.0, 2.3649211364523164), (34.0, 2.2776546738526), (143.0, 1.2740903539558606), (155.0, 1.213003830136059), (8.0, 2.5394540616517496)]","[(271.0, 222.0), (261.0, 317.0), (146.0, 426.0), (139.0, 438.0), (291.0, 291.0)]"
0,1l_2n-21,"[(158.0, 1.7889624832941877)]","[(205.0, 441.0)]"
0,1l_2n-22,"[(120.0, 0.19198621771937624), (168.0, 1.2915436464758039), (135.0, 0.4014257279586958), (-33.0, 2.3474678439323733), (-101.0, 2.8012534494508987), (167.0, 0.6457718232379019), (-29.0, 2.2252947962927703), (-130.0, 3.1066860685499065), (13.0, 1.7802358370342162), (151.0, 0.49741883681838395), (128.0, 0.5148721293383273), (-61.0, 2.3736477827122884), (-119.0, 2.975786374650332), (50.0, 1.858775653373961), (81.0, 1.6929693744344996), (64.0, 1.7889624832941877), (-45.0, 2.5830872929516078)]","[(21.999999999999996, 403.0), (148.0, 451.0), (46.0, 418.0), (269.0, 250.0), (321.0, 182.0), (74.0, 450.0), (255.0, 254.0), (356.0, 153.0), (204.0, 296.0), (57.00000000000001, 434.0), (59.00000000000001, 411.0), (272.0, 222.0), (341.00000000000006, 164.0), (213.0, 333.0), (194.0, 364.0), (205.0, 347.0), (296.0, 238.0)]"
0,1l_2n-23,"[(24.0, 2.6354471705114375), (59.0, 2.356194490192345), (91.0, 1.6667894356545847), (37.0, 2.356194490192345), (80.0, 1.7278759594743862), (59.0, 1.8413223608540177), (40.0, 2.5569073541716927), (142.0, 1.3788101090755203), (129.0, 1.4748032179352084), (113.0, 1.6231562043547265), (97.0, 1.4224433403753787), (100.0, 1.3002702927357754), (52.0, 2.033308578573394), (4.0, 2.356194490192345), (165.0, 1.1519173063162575), (-11.0, 2.9583330821303884), (-46.0, 3.045599544730105), (73.0, 0.07853981633974483), (-30.0, 2.949606435870417)]","[(302.0, 307.0), (270.0, 342.0), (191.0, 374.0), (270.0, 320.0), (198.00000000000003, 363.0), (211.0, 342.0), (293.0, 323.0), (158.0, 425.0), (169.0, 412.0), (186.00000000000003, 396.0), (163.00000000000003, 380.0), (149.0, 383.0), (233.0, 335.0), (270.0, 287.0), (132.0, 448.0), (339.0, 272.0), (349.0, 237.0), (9.0, 356.0), (338.0, 253.0)]"
0,1l_2n-24,"[(64.0, 0.619591884457987), (81.0, 2.1031217486531673), (56.0, 2.234021442552742), (54.0, 2.356194490192345), (20.0, 2.4870941840919194)]","[(71.0, 347.0), (241.00000000000003, 364.0), (256.0, 339.0), (270.0, 337.0), (285.0, 303.0)]"
0,1l_2n-25,"[(62.0, 0.2792526803190927), (153.0, 1.038470904936626), (119.0, 0.4363323129985824), (156.0, 1.1431906600562858), (166.0, 0.9337511498169663), (63.0, 0.1308996938995747), (-53.0, 3.1066860685499065), (190.0, 0.49741883681838395), (157.0, 0.8115781021773633), (96.0, 1.6144295580947547), (77.0, 1.7278759594743862), (43.0, 0.12217304763960307), (5.0, 2.9321531433504737)]","[(32.0, 345.0), (119.0, 436.0), (50.0, 402.0), (131.0, 439.0), (107.0, 449.0), (14.999999999999998, 346.0), (356.0, 230.0), (57.00000000000001, 473.0), (93.00000000000001, 440.0), (185.0, 379.0), (198.00000000000003, 360.0), (14.0, 326.0), (336.0, 288.0)]"
0,1l_2n-26,"[(-35.0, 2.4958208303518914), (-148.0, 2.897246558310587), (-7.0, 2.9583330821303884), (-16.0, 3.0630528372500483), (28.0, 0.12217304763960307), (31.0, 0.30543261909900765), (67.0, 0.2617993877991494)]","[(286.0, 248.0), (332.00000000000006, 135.0), (339.0, 276.0), (351.0, 267.0), (14.0, 311.0), (35.0, 314.0), (29.999999999999996, 350.0)]"
0,1l_2n-27,"[(-75.0, 2.6878070480712677)]","[(308.00000000000006, 208.0)]"
0,1l_2n-28,"[(114.0, 1.4835298641951802)]","[(170.0, 397.0)]"
0,1l_2n-29,"[(-101.0, 2.748893571891069), (-122.0, 2.705260340591211), (-101.0, 2.5569073541716927), (-23.0, 2.0856684561332237), (-52.0, 2.356194490192345), (201.0, 0.026179938779914945), (-35.0, 2.1205750411731104)]","[(315.0, 182.0), (310.0, 161.0), (293.0, 182.0), (238.99999999999997, 260.0), (270.0, 231.0), (3.0, 484.0), (243.0, 248.0)]"
0,1l_2n-30,"[(199.0, 0.0), (75.0, 0.15707963267948966), (-166.0, 2.9321531433504737), (0.0, 1.5707963267948966), (80.0, 0.3490658503988659)]","[(0.0, 482.0), (18.0, 358.0), (336.0, 117.0), (180.0, 283.0), (40.0, 363.0)]"
0,1l_2n-31,"[(-49.0, 2.8187067419708423), (-83.0, 3.01941960595019), (-95.0, 3.080506129769992), (121.0, 0.22689280275926285), (94.0, 2.033308578573394), (108.0, 0.008726646259971648)]","[(323.0, 234.0), (346.0, 200.0), (353.0, 188.0), (26.000000000000004, 404.0), (233.0, 377.0), (1.0, 391.0)]"
0,1l_2n-32,"[(108.0, 1.8151424220741028), (35.0, 2.356194490192345), (58.0, 2.17293491873294), (177.0, 0.4363323129985824)]","[(208.00000000000003, 391.0), (270.0, 318.0), (249.0, 341.0), (50.0, 460.0)]"
0,1l_2n-33,"[(122.0, 0.6981317007977318), (0.0, 0.0)]","[(80.0, 405.0), (0.0, 283.0)]"
0,1l_2n-34,"[(84.0, 1.9634954084936207), (25.0, 1.4224433403753787), (181.0, 0.12217304763960307)]","[(225.0, 367.0), (163.00000000000003, 308.0), (14.0, 464.0)]"
0,1l_2n-35,"[(205.0, 1.2217304763960306), (-67.0, 2.975786374650332), (6.0, 2.1031217486531673), (23.0, 2.0856684561332237), (-27.0, 2.3387411976724017), (30.0, 1.928588823453734)]","[(140.0, 488.0), (341.00000000000006, 216.0), (241.00000000000003, 289.0), (238.99999999999997, 306.0), (268.00000000000006, 256.0), (221.0, 313.0)]"
0,1l_2n-36,"[(107.0, 0.7243116395776468), (199.0, 0.0), (115.0, 1.911135530933791), (104.0, 1.9634954084936207), (181.0, 0.15707963267948966), (177.0, 0.05235987755982989), (-80.0, 2.2427480888127134), (-69.0, 2.1467549799530254), (-170.0, 3.07177948351002), (-161.0, 2.9059732045705586)]","[(83.00000000000001, 390.0), (0.0, 482.0), (219.00000000000003, 398.0), (225.0, 387.0), (18.0, 464.0), (6.0, 460.0), (257.0, 203.0), (246.00000000000003, 214.0), (351.99999999999994, 113.0), (333.0, 122.0)]"
0,1l_2n-37,"[(23.0, 1.9722220547535925), (199.0, 0.0)]","[(226.00000000000003, 306.0), (0.0, 482.0)]"
0,1l_2n-38,"[(0.0, 1.5707963267948966), (-6.0, 2.0943951023931953), (60.0, 1.1519173063162575), (60.0, 0.9512044423369096), (23.0, 1.3700834628155487)]","[(180.0, 283.0), (239.99999999999997, 277.0), (132.0, 343.0), (109.00000000000001, 343.0), (157.0, 306.0)]"
0,1l_2n-39,"[(16.0, 2.199114857512855), (0.0, 1.5707963267948966), (30.0, 2.356194490192345)]","[(252.0, 299.0), (180.0, 283.0), (270.0, 313.0)]"
0,1l_2n-40,"[(-23.0, 2.2689280275926285), (-15.0, 1.8238690683340744)]","[(260.0, 260.0), (209.00000000000003, 268.0)]"
0,1l_2n-41,"[(139.0, 0.8377580409572782)]","[(96.0, 422.0)]"
0,1l_2n-42,"[(101.0, 2.1467549799530254), (172.0, 1.5184364492350666)]","[(246.00000000000003, 384.0), (174.0, 455.0)]"
0,1l_2n-43,"[(42.0, 1.7627825445142729)]","[(202.0, 325.0)]"
0,1l_2n-44,"[(104.0, 1.5969762655748114), (58.0, 1.4486232791552935), (44.0, 1.6057029118347832), (-53.0, 2.1642082724729685), (98.0, 1.1344640137963142), (63.0, 1.1868238913561442), (54.0, 1.8500490071139892)]","[(183.0, 387.0), (166.00000000000003, 341.0), (184.0, 327.0), (248.0, 230.0), (130.0, 381.0), (136.0, 346.0), (212.0, 337.0)]"
0,1l_2n-45,"[(22.0, 1.6406094968746698), (-132.0, 3.0543261909900767), (40.0, 2.033308578573394), (-17.0, 2.3387411976724017)]","[(188.0, 305.0), (350.00000000000006, 151.0), (233.0, 323.0), (268.00000000000006, 266.0)]"
0,1l_2n-46,"[(-3.0, 2.033308578573394), (46.0, 0.41015237421866746), (117.0, 0.7853981633974483), (-31.0, 2.17293491873294), (126.0, 0.8901179185171081), (110.0, 1.1082840750163994), (-46.0, 2.260201381332657)]","[(233.0, 280.0), (47.0, 329.0), (90.0, 400.0), (249.0, 252.0), (102.0, 409.0), (127.00000000000003, 393.0), (259.0, 237.0)]"
0,1l_2n-47,"[(109.0, 1.0210176124166828), (12.0, 2.007128639793479), (-13.0, 2.356194490192345), (129.0, 0.7853981633974483), (-7.0, 2.2252947962927703), (-26.0, 2.2165681500327987), (-62.0, 2.3911010752322315)]","[(117.0, 392.0), (229.99999999999997, 295.0), (270.0, 270.0), (90.0, 412.0), (255.0, 276.0), (254.00000000000006, 257.0), (274.0, 221.0)]"
0,1l_2n-48,"[(92.0, 1.9024088846738192), (93.0, 0.7766715171374766), (-119.0, 2.7401669256310974), (69.0, 1.3788101090755203), (-104.0, 2.6878070480712677), (91.0, 0.9075712110370514), (84.0, 1.0471975511965976), (71.0, 0.5323254218582705)]","[(218.00000000000003, 375.0), (89.0, 376.0), (314.0, 164.0), (158.0, 352.0), (308.00000000000006, 179.0), (104.00000000000001, 374.0), (119.99999999999999, 367.0), (61.0, 354.0)]"
0,1l_2n-49,"[(-36.0, 2.3736477827122884), (128.0, 2.0420352248333655), (144.0, 1.8936822384138476), (179.0, 1.6929693744344996), (28.0, 1.7627825445142729), (39.0, 1.6755160819145565), (199.0, 1.5707963267948966), (91.0, 1.2915436464758039)]","[(272.0, 247.0), (234.0, 411.0), (217.00000000000003, 427.0), (194.0, 462.0), (202.0, 311.0), (192.0, 322.0), (180.0, 482.0), (148.0, 374.0)]"
0,1l_2n-50,"[(199.0, 1.5707963267948966), (199.0, 0.0)]","[(180.0, 482.0), (0.0, 482.0)]"
0,1l_2n-51,"[(0.0, 1.5707963267948966), (41.0, 1.7453292519943295), (63.0, 0.6283185307179586)]","[(180.0, 283.0), (200.0, 324.0), (72.0, 346.0)]"
0,1l_2n-52,"[(104.0, 0.03490658503988659), (86.0, 0.026179938779914945)]","[(4.0, 387.0), (3.0, 369.0)]"
0,1l_2n-53,"[(-29.0, 2.4958208303518914)]","[(286.0, 254.0)]"
0,1l_2n-54,"[(-23.0, 3.045599544730105), (5.0, 2.530727415391778), (52.0, 2.356194490192345), (-9.0, 2.897246558310587), (64.0, 2.2776546738526), (72.0, 2.1642082724729685), (43.0, 0.04363323129985824), (40.0, 2.4696408915719763), (26.0, 0.0), (89.0, 2.155481626212997), (31.0, 0.20943951023931956), (24.0, 2.5569073541716927), (-1.0, 2.7139869868511823), (85.0, 0.27052603405912107)]","[(349.0, 260.0), (290.00000000000006, 288.0), (270.0, 335.0), (332.00000000000006, 274.0), (261.0, 347.0), (248.0, 355.0), (5.0, 326.0), (283.0, 323.0), (0.0, 309.0), (247.0, 372.0), (24.0, 314.0), (293.0, 307.0), (311.0, 282.0), (31.0, 368.0)]"
0,1l_2n-55,"[(83.0, 0.2879793265790644), (120.0, 0.7853981633974483)]","[(33.0, 366.0), (90.0, 403.0)]"
0,1l_2n-56,"[(128.0, 0.5061454830783556), (103.0, 1.9024088846738192)]","[(58.0, 411.0), (218.00000000000003, 386.0)]"
0,1l_2n-57,"[(108.0, 1.7453292519943295)]","[(200.0, 391.0)]"
0,1l_2n-58,"[(199.0, 1.5707963267948966), (11.0, 2.548180707911721), (21.0, 1.736602605734358), (1.0, 3.12413936106985), (37.0, 1.4660765716752369), (14.0, 1.9024088846738192), (95.0, 2.2252947962927703), (-11.0, 2.7576202181510405), (-21.0, 2.8099800957108707), (-38.0, 2.897246558310587)]","[(180.0, 482.0), (292.0, 294.0), (199.0, 304.0), (358.0, 284.0), (168.0, 320.0), (218.00000000000003, 297.0), (255.0, 378.0), (316.0, 272.0), (322.00000000000006, 262.0), (332.00000000000006, 245.0)]"
0,1l_2n-59,"[(-44.0, 2.8797932657906435)]","[(329.99999999999994, 239.0)]"
0,1l_2n-60,"[(48.0, 2.033308578573394)]","[(233.0, 331.0)]"
0,1l_2n-61,"[(91.0, 0.8290313946973066), (149.0, 1.858775653373961), (26.0, 2.4085543677521746)]","[(95.0, 374.0), (213.0, 432.0), (275.99999999999994, 309.0)]"
0,1l_2n-62,"[(131.0, 0.2530727415391778)]","[(29.0, 414.0)]"
0,1l_2n-63,"[(193.0, 0.6108652381980153), (0.0, 0.0), (123.0, 0.5585053606381855)]","[(70.0, 476.0), (0.0, 283.0), (64.0, 406.0)]"
0,1l_2n-64,"[(125.0, 0.5585053606381855), (-6.0, 2.2689280275926285), (13.0, 2.129301687433082)]","[(64.0, 408.0), (260.0, 277.0), (244.0, 296.0)]"
0,1l_2n-65,"[(-152.0, 2.9408797896104453)]","[(337.0, 131.0)]"
0,1l_2n-66,"[(21.0, 2.5830872929516078), (149.0, 0.6457718232379019), (0.0, 1.5707963267948966)]","[(296.0, 304.0), (74.0, 432.0), (180.0, 283.0)]"
0,1l_2n-67,"[(83.0, 1.8762289458939043), (199.0, 0.0), (0.0, 1.5707963267948966), (199.0, 1.5707963267948966), (-71.0, 2.2427480888127134), (233.0, 0.7853981633974483)]","[(215.0, 366.0), (0.0, 482.0), (180.0, 283.0), (180.0, 482.0), (257.0, 212.0), (90.0, 516.0)]"
0,1l_2n-68,"[(201.0, 1.2740903539558606), (116.0, 0.6894050545377601), (183.0, 1.4835298641951802), (115.0, 0.7853981633974483), (67.0, 0.2007128639793479), (131.0, 0.3490658503988659), (200.0, 1.53588974175501), (138.0, 1.8238690683340744), (90.0, 1.4835298641951802), (79.0, 0.32288591161895097), (197.0, 1.0210176124166828), (114.0, 1.1082840750163994), (96.0, 0.4886921905584123), (227.0, 0.9424777960769379), (97.0, 1.3264502315156905), (126.0, 0.5497787143782138), (50.0, 0.04363323129985824), (3.0, 3.045599544730105), (149.0, 1.53588974175501), (123.0, 1.8325957145940461), (49.0, 2.3125612588924866)]","[(146.0, 484.0), (79.0, 399.0), (170.0, 466.0), (90.0, 398.0), (23.0, 350.0), (40.0, 414.0), (175.99999999999997, 483.0), (209.00000000000003, 421.0), (170.0, 373.0), (37.0, 362.0), (117.0, 480.0), (127.00000000000003, 397.0), (56.0, 379.0), (108.0, 510.0), (152.0, 380.0), (63.0, 409.0), (5.0, 333.0), (349.0, 286.0), (175.99999999999997, 432.0), (210.0, 406.0), (265.0, 332.0)]"
0,1l_2n-69,"[(118.0, 1.5882496193148399)]","[(182.0, 401.0)]"
0,1l_2n-70,"[(142.0, 1.117010721276371), (-21.0, 2.1031217486531673), (-11.0, 2.033308578573394), (38.0, 2.2689280275926285), (26.0, 2.3649211364523164), (-40.0, 2.356194490192345)]","[(128.0, 425.0), (241.00000000000003, 262.0), (233.0, 272.0), (260.0, 321.0), (271.0, 309.0), (270.0, 243.0)]"
0,1l_2n-71,"[(142.0, 1.7016960206944713), (-40.0, 2.356194490192345), (-23.0, 2.8448866807507573), (-105.0, 2.705260340591211), (-4.0, 2.5830872929516078), (-68.0, 2.6790804018112957)]","[(195.00000000000003, 425.0), (270.0, 243.0), (326.00000000000006, 260.0), (310.0, 178.0), (296.0, 279.0), (307.0, 215.0)]"
0,1l_2n-72,"[(195.0, 0.5235987755982988), (-105.0, 2.8187067419708423)]","[(59.99999999999999, 478.0), (323.0, 178.0)]"
0,1l_2n-73,"[(110.0, 1.1780972450961724)]","[(135.0, 393.0)]"
0,1l_2n-74,"[(199.0, 1.5707963267948966), (27.0, 1.710422666954443), (1.0, 3.1328660073298216)]","[(180.0, 482.0), (196.0, 310.0), (359.0, 284.0)]"
0,1l_2n-75,"[(0.0, 1.5707963267948966), (-157.0, 3.0892327760299634), (24.0, 1.7278759594743862)]","[(180.0, 283.0), (354.00000000000006, 126.0), (198.00000000000003, 307.0)]"
0,1l_2n-76,"[(134.0, 1.7627825445142729), (146.0, 0.5148721293383273), (88.0, 0.4625122517784973)]","[(202.0, 417.0), (59.00000000000001, 429.0), (53.0, 371.0)]"
0,1l_2n-77,"[(-82.0, 3.080506129769992), (112.0, 1.3089969389957472), (-72.0, 2.993239667170275), (86.0, 0.35779249665883756), (82.0, 0.05235987755982989), (-61.0, 2.9059732045705586), (78.0, 0.9773843811168246), (113.0, 1.0821041362364843), (108.0, 0.9424777960769379), (76.0, 0.7853981633974483), (112.0, 0.13962634015954636), (101.0, 0.05235987755982989), (61.0, 0.23561944901923448)]","[(353.0, 201.0), (150.00000000000003, 395.0), (342.99999999999994, 211.0), (41.0, 369.0), (6.0, 365.0), (333.0, 222.0), (112.0, 361.0), (124.0, 396.0), (108.0, 391.0), (90.0, 359.0), (16.0, 395.0), (6.0, 384.0), (27.0, 344.0)]"
0,1l_2n-78,"[(199.0, 0.0), (-13.0, 1.9984019935335073), (110.0, 1.911135530933791), (-124.0, 2.6616271092913526), (-99.0, 2.452187599052033), (-144.0, 2.8797932657906435), (-173.0, 2.9583330821303884), (-76.0, 2.356194490192345), (-58.0, 2.2427480888127134), (-86.0, 2.38237442897226)]","[(0.0, 482.0), (229.00000000000003, 270.0), (219.00000000000003, 393.0), (305.0, 159.0), (281.0, 184.0), (329.99999999999994, 139.0), (339.0, 110.0), (270.0, 207.0), (257.0, 225.0), (273.0, 197.0)]"
0,1l_2n-79,"[(-124.0, 2.975786374650332), (-18.0, 2.8187067419708423), (0.0, 2.7139869868511823), (42.0, 2.356194490192345), (7.0, 2.600540585471551), (52.0, 2.356194490192345), (64.0, 2.0158552860534504)]","[(341.00000000000006, 159.0), (323.0, 265.0), (311.0, 283.0), (270.0, 325.0), (298.0, 290.0), (270.0, 335.0), (230.99999999999997, 347.0)]"
0,1l_2n-80,"[(46.0, 2.6179938779914944), (107.0, 1.7976891295541595), (-10.0, 2.775073510670984), (-23.0, 2.8885199120506155)]","[(300.00000000000006, 329.0), (206.00000000000003, 390.0), (318.0, 273.0), (331.0, 260.0)]"
0,1l_2n-81,"[(146.0, 0.7853981633974483), (75.0, 1.736602605734358), (128.0, 1.2479104151759457), (84.0, 1.509709802975095), (18.0, 2.9670597283903604), (155.0, 0.44505895925855404), (95.0, 1.6406094968746698), (57.0, 1.8936822384138476), (132.0, 0.6283185307179586), (138.0, 1.0210176124166828), (105.0, 1.5184364492350666), (88.0, 1.387536755335492), (13.0, 2.356194490192345), (166.0, 1.2042771838760873), (123.0, 0.5061454830783556), (90.0, 1.2566370614359172), (-18.0, 2.356194490192345), (41.0, 2.0158552860534504)]","[(90.0, 429.0), (199.0, 358.0), (143.0, 411.0), (173.0, 367.0), (340.0, 301.0), (51.0, 438.0), (188.0, 378.0), (217.00000000000003, 340.0), (72.0, 415.0), (117.0, 421.0), (174.0, 388.0), (159.0, 371.0), (270.0, 296.0), (137.99999999999997, 449.0), (58.0, 406.0), (144.0, 373.0), (270.0, 265.0), (230.99999999999997, 324.0)]"
0,1l_2n-82,"[(39.0, 1.6231562043547265)]","[(186.00000000000003, 322.0)]"
0,1l_2n-83,"[(135.0, 0.5846852994181004)]","[(67.00000000000001, 418.0)]"
0,1l_2n-84,"[(84.0, 1.928588823453734), (127.0, 1.7016960206944713)]","[(221.0, 367.0), (195.00000000000003, 410.0)]"
0,1l_2n-85,"[(149.0, 1.0733774899765127), (71.0, 1.387536755335492)]","[(123.00000000000001, 432.0), (159.0, 354.0)]"
