,name,polars,labels
0,2l_2n-42,"[(0.0, 1.5707963267948966), (195.0, 1.2304571226560024), (19.0, 2.2689280275926285)]","[(180.0, 283.0), (141.0, 478.0), (260.0, 302.0)]"
0,2l_2n-43,"[(154.0, 0.7766715171374766), (154.0, 1.736602605734358)]","[(89.0, 437.0), (199.0, 437.0)]"
0,2l_2n-44,"[(40.0, 0.05235987755982989), (175.0, 1.1780972450961724)]","[(6.0, 323.0), (135.0, 458.0)]"
0,2l_2n-45,"[(99.0, 1.1519173063162575), (188.0, 1.3788101090755203), (199.0, 0.0), (100.0, 1.335176877775662)]","[(132.0, 382.0), (158.0, 471.0), (0.0, 482.0), (153.0, 383.0)]"
0,2l_2n-46,"[(65.0, 1.213003830136059), (211.0, 0.7853981633974483), (199.0, 1.5707963267948966)]","[(139.0, 348.0), (90.0, 494.0), (180.0, 482.0)]"
0,2l_2n-47,"[(-91.0, 2.6790804018112957)]","[(307.0, 192.0)]"
0,2l_2n-48,"[(8.0, 2.2078415037728267), (110.0, 0.9337511498169663), (0.0, 0.0), (20.0, 2.600540585471551)]","[(252.99999999999997, 291.0), (107.0, 393.0), (0.0, 283.0), (298.0, 303.0)]"
0,2l_2n-49,"[(176.0, 0.9861110273767962), (54.0, 2.399827721492203)]","[(113.00000000000001, 459.0), (275.0, 337.0)]"
0,2l_2n-50,"[(55.0, 1.6057029118347832), (-6.0, 2.443460952792061), (-52.0, 3.080506129769992)]","[(184.0, 338.0), (280.0, 277.0), (353.0, 231.0)]"
0,2l_2n-51,"[(-132.0, 3.1328660073298216), (36.0, 1.5271630954950384)]","[(359.0, 151.0), (175.00000000000003, 319.0)]"
0,2l_2n-52,"[(0.0, 0.0), (180.0, 1.2828170002158321), (0.0, 1.5707963267948966)]","[(0.0, 283.0), (147.0, 463.0), (180.0, 283.0)]"
0,2l_2n-53,"[(-88.0, 3.1066860685499065), (68.0, 2.138028333693054)]","[(356.0, 195.0), (245.00000000000003, 351.0)]"
0,2l_2n-54,"[(20.0, 1.8762289458939043), (199.0, 1.5707963267948966), (94.0, 1.160643952576229)]","[(215.0, 303.0), (180.0, 482.0), (133.0, 377.0)]"
0,2l_2n-55,"[(185.0, 1.4486232791552935), (137.0, 1.8936822384138476)]","[(166.00000000000003, 468.0), (217.00000000000003, 420.0)]"
0,2l_2n-56,"[(183.0, 0.5759586531581288), (106.0, 0.5759586531581288), (155.0, 0.6370451769779303)]","[(66.0, 466.0), (66.0, 389.0), (73.0, 438.0)]"
0,2l_2n-57,"[(138.0, 1.0210176124166828), (83.0, 0.35779249665883756), (-46.0, 2.007128639793479), (0.0, 1.5707963267948966), (-59.0, 2.0943951023931953)]","[(117.0, 421.0), (41.0, 366.0), (229.99999999999997, 237.0), (180.0, 283.0), (239.99999999999997, 224.0)]"
0,2l_2n-58,"[(142.0, 0.8377580409572782)]","[(96.0, 425.0)]"
0,2l_2n-59,"[(-33.0, 2.548180707911721), (125.0, 1.7191493132144147), (17.0, 1.5533430342749532), (-1.0, 2.356194490192345), (134.0, 1.5533430342749532), (27.0, 2.1467549799530254), (94.0, 1.8238690683340744), (-55.0, 2.652900463031381), (74.0, 1.9373154697137058), (70.0, 2.033308578573394)]","[(292.0, 250.0), (197.00000000000003, 408.0), (178.0, 300.0), (270.0, 282.0), (178.0, 417.0), (246.00000000000003, 310.0), (209.00000000000003, 377.0), (304.0, 228.0), (222.0, 357.0), (233.0, 353.0)]"
0,2l_2n-60,"[(66.0, 1.5795229730548683), (145.0, 0.8988445647770797)]","[(181.0, 349.0), (103.00000000000001, 428.0)]"
0,2l_2n-61,"[(165.0, 0.619591884457987), (-27.0, 2.0943951023931953)]","[(71.0, 448.0), (239.99999999999997, 256.0)]"
0,2l_2n-62,"[(137.0, 0.19198621771937624), (23.0, 2.644173816771409), (-4.0, 2.4696408915719763)]","[(21.999999999999996, 420.0), (303.0, 306.0), (283.0, 279.0)]"
0,2l_2n-63,"[(54.0, 2.1467549799530254), (175.0, 0.9948376736367679), (-144.0, 3.097959422289935), (151.0, 0.05235987755982989), (168.0, 0.3839724354387525), (168.0, 0.6370451769779303), (131.0, 0.14835298641951802), (152.0, 0.17453292519943295), (167.0, 0.7941248096574199), (-123.0, 2.993239667170275)]","[(246.00000000000003, 337.0), (114.00000000000001, 458.0), (355.0, 139.0), (6.0, 434.0), (43.99999999999999, 451.0), (73.0, 451.0), (17.0, 414.0), (20.0, 435.0), (91.0, 450.0), (342.99999999999994, 160.0)]"
0,2l_2n-64,"[(65.0, 1.5184364492350666)]","[(174.0, 348.0)]"
0,2l_2n-65,"[(89.0, 2.0943951023931953)]","[(239.99999999999997, 372.0)]"
0,2l_2n-66,"[(139.0, 0.5934119456780721), (44.0, 2.2951079663725436)]","[(68.0, 422.0), (263.0, 327.0)]"
0,2l_2n-67,"[(118.0, 0.20943951023931956), (158.0, 1.3002702927357754)]","[(24.0, 401.0), (149.0, 441.0)]"
0,2l_2n-68,"[(78.0, 0.12217304763960307), (119.0, 1.160643952576229), (124.0, 1.064650843716541), (121.0, 1.3264502315156905), (76.0, 1.2217304763960306)]","[(14.0, 361.0), (133.0, 402.0), (122.0, 407.0), (152.0, 404.0), (140.0, 359.0)]"
0,2l_2n-69,"[(199.0, 1.5707963267948966), (148.0, 0.7243116395776468), (42.0, 0.2530727415391778), (70.0, 0.09599310885968812)]","[(180.0, 482.0), (83.00000000000001, 431.0), (29.0, 325.0), (10.999999999999998, 353.0)]"
0,2l_2n-70,"[(139.0, 0.7243116395776468), (42.0, 2.1467549799530254), (21.0, 2.356194490192345)]","[(83.00000000000001, 422.0), (246.00000000000003, 325.0), (270.0, 304.0)]"
0,2l_2n-71,"[(89.0, 1.239183768915974)]","[(142.0, 372.0)]"
0,2l_2n-72,"[(104.0, 0.9250245035569946), (187.0, 0.5497787143782138)]","[(106.0, 387.0), (63.0, 470.0)]"
0,2l_2n-73,"[(103.0, 0.5585053606381855), (185.0, 1.562069680534925), (76.0, 1.710422666954443), (48.0, 1.9634954084936207), (27.0, 2.2427480888127134), (8.0, 1.6144295580947547), (167.0, 1.736602605734358), (-44.0, 2.38237442897226)]","[(64.0, 386.0), (179.0, 468.0), (196.0, 359.0), (225.0, 331.0), (257.0, 310.0), (185.0, 291.0), (199.0, 450.0), (273.0, 239.0)]"
0,2l_2n-74,"[(-11.0, 2.827433388230814), (92.0, 1.5009831567151235), (-124.0, 2.897246558310587), (-23.0, 2.923426497090502), (105.0, 0.9512044423369096), (78.0, 0.1308996938995747), (64.0, 1.6755160819145565), (72.0, 1.7889624832941877), (67.0, 0.05235987755982989), (55.0, 2.0245819323134224), (32.0, 0.026179938779914945), (56.0, 0.0), (18.0, 2.600540585471551)]","[(324.0, 272.0), (172.00000000000003, 375.0), (332.00000000000006, 159.0), (335.00000000000006, 260.0), (109.00000000000001, 388.0), (14.999999999999998, 361.0), (192.0, 347.0), (205.0, 355.0), (6.0, 350.0), (232.0, 338.0), (3.0, 315.0), (0.0, 339.0), (298.0, 301.0)]"
0,2l_2n-75,"[(139.0, 0.6894050545377601), (145.0, 0.06981317007977318), (-24.0, 1.9984019935335073)]","[(79.0, 422.0), (8.0, 428.0), (229.00000000000003, 259.0)]"
0,2l_2n-76,"[(80.0, 1.3962634015954636), (-27.0, 2.38237442897226)]","[(160.0, 363.0), (273.0, 256.0)]"
0,2l_2n-77,"[(129.0, 1.8675022996339325), (92.0, 0.4625122517784973)]","[(214.0, 412.0), (53.0, 375.0)]"
0,2l_2n-78,"[(-81.0, 3.1328660073298216), (127.0, 0.4188790204786391)]","[(359.0, 202.0), (48.0, 410.0)]"
0,2l_2n-79,"[(51.0, 0.008726646259971648), (0.0, 1.8762289458939043), (67.0, 1.710422666954443)]","[(1.0, 334.0), (215.0, 283.0), (196.0, 350.0)]"
0,2l_2n-80,"[(-12.0, 2.626720524251466), (0.0, 0.0)]","[(301.0, 271.0), (0.0, 283.0)]"
0,2l_2n-81,"[(-45.0, 3.07177948351002), (0.0, 0.0)]","[(351.99999999999994, 238.0), (0.0, 283.0)]"
0,2l_2n-82,"[(168.0, 1.5795229730548683), (131.0, 1.1082840750163994), (212.0, 0.27052603405912107)]","[(181.0, 451.0), (127.00000000000003, 414.0), (31.0, 495.0)]"
0,2l_2n-83,"[(118.0, 1.53588974175501), (97.0, 0.06981317007977318)]","[(175.99999999999997, 401.0), (8.0, 380.0)]"
0,2l_2n-84,"[(11.0, 2.4347343065320897), (-20.0, 2.3911010752322315), (28.0, 1.4049900478554354)]","[(279.0, 294.0), (274.0, 263.0), (161.00000000000003, 311.0)]"
0,2l_2n-85,"[(119.0, 0.8901179185171081)]","[(102.0, 402.0)]"
0,2l_2n-86,"[(42.0, 2.0158552860534504), (184.0, 0.767944870877505)]","[(230.99999999999997, 325.0), (87.99999999999999, 467.0)]"
0,2l_2n-87,"[(38.0, 1.387536755335492), (-49.0, 3.0281462522101616), (193.0, 1.3089969389957472), (53.0, 0.0)]","[(159.0, 321.0), (347.0, 234.0), (150.00000000000003, 476.0), (0.0, 336.0)]"
0,2l_2n-88,"[(81.0, 0.35779249665883756), (116.0, 1.1257373675363425), (13.0, 2.356194490192345), (159.0, 0.10471975511965978)]","[(41.0, 364.0), (129.0, 399.0), (270.0, 296.0), (12.0, 442.0)]"
0,2l_2n-89,"[(206.0, 0.4625122517784973), (-140.0, 2.9583330821303884), (15.0, 2.478367537831948), (151.0, 1.5271630954950384)]","[(53.0, 489.0), (339.0, 143.0), (284.0, 298.0), (175.00000000000003, 434.0)]"
0,2l_2n-90,"[(-9.0, 2.452187599052033), (-54.0, 2.949606435870417)]","[(281.0, 274.0), (338.0, 229.0)]"
0,2l_2n-91,"[(127.0, 0.2617993877991494), (110.0, 1.8413223608540177)]","[(29.999999999999996, 410.0), (211.0, 393.0)]"
0,2l_2n-92,"[(-70.0, 2.792526803190927), (143.0, 0.8203047484373349), (1.0, 3.1328660073298216)]","[(320.0, 213.0), (94.0, 426.0), (359.0, 284.0)]"
0,2l_2n-93,"[(144.0, 0.7155849933176751), (14.0, 2.9845130209103035), (79.0, 1.239183768915974), (141.0, 0.3141592653589793)]","[(82.0, 427.0), (342.0, 297.0), (142.0, 362.0), (36.0, 424.0)]"
0,2l_2n-94,"[(-16.0, 2.9321531433504737), (112.0, 0.10471975511965978), (-69.0, 2.356194490192345), (-84.0, 2.452187599052033)]","[(336.0, 267.0), (12.0, 395.0), (270.0, 214.0), (281.0, 199.0)]"
0,2l_2n-95,"[(47.0, 2.1205750411731104)]","[(243.0, 330.0)]"
0,2l_2n-96,"[(206.0, 1.239183768915974), (19.0, 1.736602605734358), (-21.0, 2.6878070480712677), (47.0, 1.5707963267948966), (98.0, 1.2915436464758039), (51.0, 1.1868238913561442)]","[(142.0, 489.0), (199.0, 302.0), (308.00000000000006, 262.0), (180.0, 330.0), (148.0, 381.0), (136.0, 334.0)]"
0,2l_2n-97,"[(134.0, 0.5934119456780721), (199.0, 1.5707963267948966)]","[(68.0, 417.0), (180.0, 482.0)]"
0,2l_2n-98,"[(221.0, 0.5235987755982988), (-66.0, 2.8012534494508987), (-35.0, 2.399827721492203), (-25.0, 2.356194490192345), (174.0, 0.3490658503988659), (130.0, 0.39269908169872414), (121.0, 0.2181661564992912), (30.0, 2.356194490192345), (-59.0, 2.2427480888127134), (138.0, 0.5759586531581288), (-74.0, 2.356194490192345), (11.0, 2.452187599052033), (-10.0, 2.5830872929516078), (-77.0, 3.01941960595019), (-143.0, 2.923426497090502)]","[(59.99999999999999, 504.0), (321.0, 217.0), (275.0, 248.0), (270.0, 258.0), (40.0, 457.0), (45.0, 413.0), (25.0, 404.0), (270.0, 313.0), (257.0, 224.0), (66.0, 421.0), (270.0, 209.0), (281.0, 294.0), (296.0, 273.0), (346.0, 206.0), (335.00000000000006, 140.0)]"
0,2l_2n-99,"[(-81.0, 2.871066619530672), (-43.0, 2.478367537831948), (91.0, 0.0), (-60.0, 2.6965336943312392), (-67.0, 2.792526803190927), (64.0, 2.155481626212997), (-14.0, 2.3474678439323733)]","[(329.0, 202.0), (284.0, 240.0), (0.0, 374.0), (309.0, 223.0), (320.0, 216.0), (247.0, 347.0), (269.0, 269.0)]"
0,2l_2n-100,"[(110.0, 0.5497787143782138), (74.0, 2.1467549799530254)]","[(63.0, 393.0), (246.00000000000003, 357.0)]"
